id,split,category,language,difficulty,question_type,question,answerable,expected_documents,expected_pages,first_relevant_document_rank,first_relevant_page_rank,document_mrr,page_mrr,returned_no_result,retrieval_false_positive,latency_ms,retrieved_chunk_count,top_score,retrieved_documents,document_hit@1,document_precision@1,document_recall@1,document_hit@3,document_precision@3,document_recall@3,document_hit@5,document_precision@5,document_recall@5,page_hit@1,page_precision@1,page_recall@1,page_hit@3,page_precision@3,page_recall@3,page_hit@5,page_precision@5,page_recall@5
SOP-002,development,sop,en,easy,service_level,Within how long must a customer complaint receive its first response?,True,sop_customer_complaint.pdf,sop_customer_complaint.pdf#p1,1,1,1.0,1.0,,,228.427,11,0.804898,1:SOP_Customer_Complaint.pdf#p1[0.804898] | 2:SOP_IT_Incident_Handling.pdf#p1[0.39729] | 3:FAQ_Onboarding.txt#p1[0.283655] | 4:SOP_Expense_Reimbursement.pdf#p1[0.242174] | 5:FAQ_IT_Support.txt#p1[0.219328] | 6:TECH_Data_Retention.txt#p1[0.202295] | 7:TECH_Database_Schema.txt#p1[0.188636] | 8:SOP_Offboarding.pdf#p1[0.167536] | 9:SOP_Procurement.pdf#p1[0.15747] | 10:Policy_Data_Security.docx#p1[0.046224] | 11:FAQ_Security_Awareness.txt#p1[0.044943],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-003,development,sop,en,medium,multi_fact,"How often are production databases backed up, and when does the nightly full backup run?",True,sop_data_backup.pdf,sop_data_backup.pdf#p1,1,1,1.0,1.0,,,233.699,5,0.766593,1:SOP_Data_Backup.pdf#p1[0.766593] | 2:TECH_Deployment_Runbook.txt#p1[0.277732] | 3:TECH_Data_Retention.txt#p1[0.24418] | 4:FAQ_Payroll.txt#p1[0.191193] | 5:Report_Financial_FY2025.pdf#p1[0.040312],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-004,development,sop,id,medium,requirement,Untuk pengeluaran sebesar berapa bukti pembayaran asli wajib disertakan?,True,sop_expense_reimbursement.pdf,sop_expense_reimbursement.pdf#p1,,,0.0,0.0,,,231.922,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOP-005,development,sop,en,hard,service_level,What are the acknowledgement and resolution targets for a P1 incident?,True,sop_it_incident_handling.pdf,sop_it_incident_handling.pdf#p1,1,1,1.0,1.0,,,243.558,6,0.675826,1:SOP_IT_Incident_Handling.pdf#p1[0.675826] | 2:SOP_Customer_Complaint.pdf#p1[0.417478] | 3:Report_Incident_Postmortem.pdf#p1[0.336242] | 4:TECH_Monitoring_Guide.txt#p1[0.082113] | 5:Policy_Password.docx#p1[0.041561] | 6:TECH_Database_Schema.txt#p1[0.038815],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-006,development,sop,en,medium,approval,What additional approval is required for leave longer than five consecutive days?,True,sop_leave_request.pdf,sop_leave_request.pdf#p1,1,1,1.0,1.0,,,229.799,8,0.646684,1:SOP_Leave_Request.pdf#p1[0.646684] | 2:Policy_Leave.docx#p1[0.471758] | 3:FAQ_Remote_Work.txt#p1[0.300561] | 4:Policy_WFH.docx#p1[0.280162] | 5:TECH_Data_Retention.txt#p1[0.265462] | 6:SOP_Expense_Reimbursement.pdf#p1[0.258177] | 7:SOP_Travel_Booking.pdf#p1[0.154097] | 8:TECH_CICD_Pipeline.txt#p1[0.047547],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-007,development,sop,id,easy,service_level,Berapa lama batas waktu IT untuk mencabut seluruh akses sistem karyawan yang keluar?,True,sop_offboarding.pdf,sop_offboarding.pdf#p1,,,0.0,0.0,,,215.737,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOP-008,test,sop,en,easy,factual,For how long is an onboarding buddy assigned to a new hire?,True,sop_onboarding.pdf,sop_onboarding.pdf#p1,1,1,1.0,1.0,,,213.183,6,0.78,1:SOP_Onboarding.pdf#p1[0.78] | 2:FAQ_Onboarding.txt#p1[0.428867] | 3:Report_Hiring_H1_2025.pdf#p1[0.397744] | 4:FAQ_IT_Support.txt#p1[0.20033] | 5:SOP_Procurement.pdf#p1[0.090699] | 6:Report_Q3_2025_Performance.pdf#p1[0.046692],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-009,test,sop,en,medium,requirement,What information must a new vendor submit before the first purchase order is issued?,True,sop_procurement.pdf,sop_procurement.pdf#p1,1,1,1.0,1.0,,,222.24,10,0.78,1:SOP_Procurement.pdf#p1[0.78] | 2:SOP_Customer_Complaint.pdf#p1[0.293635] | 3:SOP_Onboarding.pdf#p1[0.290746] | 4:Policy_Information_Classification.docx#p1[0.263004] | 5:FAQ_IT_Support.txt#p1[0.228743] | 6:FAQ_Onboarding.txt#p1[0.227321] | 7:TECH_Database_Schema.txt#p1[0.208521] | 8:Report_Vendor_Evaluation.pdf#p1[0.202135] | 9:FAQ_HR.txt#p1[0.174701] | 10:TECH_VPN_Setup.txt#p1[0.048177],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-010,test,sop,en,medium,procedural,"How far in advance must a domestic flight be booked, and through whom?",True,sop_travel_booking.pdf,sop_travel_booking.pdf#p1,1,1,1.0,1.0,,,242.688,8,0.607942,1:SOP_Travel_Booking.pdf#p1[0.607942] | 2:SOP_Leave_Request.pdf#p1[0.285327] | 3:FAQ_Onboarding.txt#p1[0.221229] | 4:Policy_Travel_Expense.docx#p1[0.188127] | 5:FAQ_Email_Calendar.txt#p1[0.127142] | 6:FAQ_IT_Support.txt#p1[0.107997] | 7:Policy_Password.docx#p1[0.051226] | 8:Policy_Code_of_Conduct.docx#p1[0.047388],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-001,development,technical,en,easy,requirement,What minimum unit-test coverage is required before code can be merged?,True,tech_cicd_pipeline.txt,tech_cicd_pipeline.txt#p1,1,1,1.0,1.0,,,252.403,11,0.616966,1:TECH_CICD_Pipeline.txt#p1[0.616966] | 2:Policy_Code_of_Conduct.docx#p1[0.134874] | 3:FAQ_Remote_Work.txt#p1[0.133316] | 4:TECH_Coding_Standards.txt#p1[0.13311] | 5:SOP_Onboarding.pdf#p1[0.130969] | 6:SOP_Procurement.pdf#p1[0.130766] | 7:TECH_Data_Retention.txt#p1[0.124985] | 8:FAQ_Benefits.txt#p1[0.115436] | 9:SOP_Data_Backup.pdf#p1[0.07019] | 10:Policy_Anti_Harassment.docx#p1[0.046664] | 11:FAQ_Security_Awareness.txt#p1[0.044748],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-002,development,technical,en,easy,requirement,How many approving reviews does a pull request require?,True,tech_coding_standards.txt,tech_coding_standards.txt#p1,1,1,1.0,1.0,,,212.077,15,0.557878,1:TECH_Coding_Standards.txt#p1[0.557878] | 2:SOP_Procurement.pdf#p1[0.264994] | 3:FAQ_Software_Access.txt#p1[0.236569] | 4:TECH_Internal_API_Guide.txt#p1[0.220714] | 5:FAQ_Remote_Work.txt#p1[0.210007] | 6:Policy_Procurement_Threshold.docx#p1[0.205475] | 7:SOP_Leave_Request.pdf#p1[0.197458] | 8:SOP_Expense_Reimbursement.pdf#p1[0.192591] | 9:SOP_Access_Provisioning.pdf#p1[0.189596] | 10:FAQ_Onboarding.txt#p1[0.148357] | 11:FAQ_IT_Support.txt#p1[0.123323] | 12:FAQ_Facilities.txt#p1[0.09108] | 13:FAQ_Payroll.txt#p1[0.04149] | 14:FAQ_HR.txt#p1[0.04149] | 15:FAQ_Email_Calendar.txt#p1[0.040384],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-003,development,technical,en,medium,factual,How long are audit logs retained?,True,tech_data_retention.txt,tech_data_retention.txt#p1,1,1,1.0,1.0,,,207.293,10,0.795617,1:TECH_Data_Retention.txt#p1[0.795617] | 2:SOP_Data_Backup.pdf#p1[0.332309] | 3:Report_IT_Audit_2025.pdf#p1[0.293224] | 4:FAQ_Onboarding.txt#p1[0.248437] | 5:FAQ_Email_Calendar.txt#p1[0.112592] | 6:FAQ_IT_Support.txt#p1[0.053859] | 7:FAQ_Payroll.txt#p1[0.039778] | 8:FAQ_HR.txt#p1[0.039778] | 9:FAQ_Facilities.txt#p1[0.039778] | 10:FAQ_Software_Access.txt#p1[0.038718],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-004,development,technical,en,medium,schema,Which field links the orders table to the customers table?,True,tech_database_schema.txt,tech_database_schema.txt#p1,1,1,1.0,1.0,,,216.453,3,0.78,1:TECH_Database_Schema.txt#p1[0.78] | 2:Report_Q3_2025_Performance.pdf#p1[0.231087] | 3:FAQ_Security_Awareness.txt#p1[0.041296],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-005,development,technical,en,hard,multi_fact,On which days and during what time window are production deployments scheduled?,True,tech_deployment_runbook.txt,tech_deployment_runbook.txt#p1,1,1,1.0,1.0,,,212.102,10,0.627665,1:TECH_Deployment_Runbook.txt#p1[0.627665] | 2:SOP_Data_Backup.pdf#p1[0.283435] | 3:Policy_WFH.docx#p1[0.233539] | 4:Report_Hiring_H1_2025.pdf#p1[0.227883] | 5:TECH_Disaster_Recovery.txt#p1[0.206902] | 6:FAQ_Remote_Work.txt#p1[0.200609] | 7:SOP_Customer_Complaint.pdf#p1[0.16257] | 8:SOP_Expense_Reimbursement.pdf#p1[0.120273] | 9:SOP_Offboarding.pdf#p1[0.103833] | 10:Policy_Password.docx#p1[0.039328],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-006,development,technical,id,medium,multi_fact,Berapa nilai RTO dan RPO pada rencana pemulihan bencana?,True,tech_disaster_recovery.txt,tech_disaster_recovery.txt#p1,1,1,1.0,1.0,,,240.279,1,0.4974,1:TECH_Disaster_Recovery.txt#p1[0.4974],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-007,development,technical,en,hard,multi_fact,"How long does an internal API token remain valid, and what is the default client rate limit?",True,tech_internal_api_guide.txt,tech_internal_api_guide.txt#p1,1,1,1.0,1.0,,,230.484,10,0.741705,1:TECH_Internal_API_Guide.txt#p1[0.741705] | 2:SOP_Access_Provisioning.pdf#p1[0.2706] | 3:Report_Incident_Postmortem.pdf#p1[0.261919] | 4:FAQ_Onboarding.txt#p1[0.256044] | 5:TECH_Data_Retention.txt#p1[0.221055] | 6:TECH_Monitoring_Guide.txt#p1[0.186517] | 7:Policy_Information_Classification.docx#p1[0.180293] | 8:Report_Security_Review_2025.pdf#p1[0.179477] | 9:FAQ_Email_Calendar.txt#p1[0.063289] | 10:TECH_VPN_Setup.txt#p1[0.056484],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-008,test,technical,en,easy,factual,What is the monthly API availability SLO?,True,tech_monitoring_guide.txt,tech_monitoring_guide.txt#p1,1,1,1.0,1.0,,,208.683,9,0.78,1:TECH_Monitoring_Guide.txt#p1[0.78] | 2:TECH_Internal_API_Guide.txt#p1[0.367888] | 3:SOP_Data_Backup.pdf#p1[0.282063] | 4:TECH_Disaster_Recovery.txt#p1[0.27252] | 5:Report_Incident_Postmortem.pdf#p1[0.259469] | 6:SOP_Access_Provisioning.pdf#p1[0.246058] | 7:Policy_Leave.docx#p1[0.23789] | 8:Report_Network_Capacity.pdf#p1[0.232106] | 9:TECH_System_Architecture.txt#p1[0.204865],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-009,test,technical,en,hard,multi_fact,What architecture and primary data technologies does the platform use?,True,tech_system_architecture.txt,tech_system_architecture.txt#p1,1,1,1.0,1.0,,,248.008,11,0.624957,1:TECH_System_Architecture.txt#p1[0.624957] | 2:Policy_Data_Security.docx#p1[0.345949] | 3:FAQ_Software_Access.txt#p1[0.291369] | 4:SOP_Access_Provisioning.pdf#p1[0.262963] | 5:Policy_Information_Classification.docx#p1[0.23056] | 6:Policy_BYOD.docx#p1[0.229472] | 7:TECH_Data_Retention.txt#p1[0.213368] | 8:SOP_Data_Backup.pdf#p1[0.20384] | 9:FAQ_Email_Calendar.txt#p1[0.080312] | 10:TECH_Deployment_Runbook.txt#p1[0.078123] | 11:Report_Security_Review_2025.pdf#p1[0.046138],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-010,test,technical,id,medium,multi_fact,Aplikasi apa yang digunakan untuk koneksi VPN dan apakah MFA diwajibkan?,True,tech_vpn_setup.txt,tech_vpn_setup.txt#p1,1,1,1.0,1.0,,,231.781,3,0.602905,1:TECH_VPN_Setup.txt#p1[0.602905] | 2:Policy_Password.docx#p1[0.380966] | 3:Policy_BYOD.docx#p1[0.20943],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
NEG-001,development,negative,id,medium,unanswerable,Berapa lama cuti melahirkan yang diberikan perusahaan?,False,,,,,,,True,False,212.771,0,0.0,,,,,,,,,,,,,,,,,,,
NEG-002,development,negative,id,medium,unanswerable,Apakah perusahaan memberikan subsidi makan siang di kantin?,False,,,,,,,False,True,211.701,1,0.21735,1:Policy_Code_of_Conduct.docx#p1[0.21735],,,,,,,,,,,,,,,,,,
NEG-003,development,negative,id,hard,unanswerable,Berapa pendapatan resmi perusahaan untuk tahun penuh 2026?,False,,,,,,,False,True,237.779,1,0.24951,1:Report_Sustainability_2025.pdf#p1[0.24951],,,,,,,,,,,,,,,,,,
NEG-004,development,negative,id,hard,unanswerable,Berapa persen pengurangan konsumsi air di kantor Cikarang pada 2025?,False,,,,,,,False,True,201.204,11,0.618371,1:Report_Sustainability_2025.pdf#p1[0.618371] | 2:Report_Q3_2025_Performance.pdf#p1[0.381616] | 3:Report_IT_Audit_2025.pdf#p1[0.339287] | 4:Report_CSAT_2025.pdf#p1[0.304413] | 5:Report_Vendor_Evaluation.pdf#p1[0.301559] | 6:Report_Security_Review_2025.pdf#p1[0.2856] | 7:Report_Network_Capacity.pdf#p1[0.28394] | 8:Report_Incident_Postmortem.pdf#p1[0.273759] | 9:Report_Hiring_H1_2025.pdf#p1[0.270354] | 10:SOP_Travel_Booking.pdf#p1[0.260321] | 11:Report_Financial_FY2025.pdf#p1[0.259853],,,,,,,,,,,,,,,,,,
NEG-005,development,negative,id,medium,unanswerable,Versi minimum macOS apa yang didukung untuk laptop perusahaan?,False,,,,,,,False,True,188.721,6,0.523822,1:FAQ_IT_Support.txt#p1[0.523822] | 2:SOP_Offboarding.pdf#p1[0.345865] | 3:TECH_CICD_Pipeline.txt#p1[0.32] | 4:FAQ_Security_Awareness.txt#p1[0.315958] | 5:SOP_Onboarding.pdf#p1[0.288907] | 6:Policy_Data_Security.docx#p1[0.209117],,,,,,,,,,,,,,,,,,
NEG-006,test,negative,en,medium,unanswerable,What is the direct password-reset URL?,False,,,,,,,False,True,212.115,3,0.587003,1:FAQ_IT_Support.txt#p1[0.587003] | 2:Policy_Password.docx#p1[0.333537] | 3:SOP_Leave_Request.pdf#p1[0.121244],,,,,,,,,,,,,,,,,,
NEG-007,test,negative,en,easy,unanswerable,What is the full street address of the company headquarters?,False,,,,,,,False,True,215.521,10,0.32,1:Policy_Data_Security.docx#p1[0.32] | 2:Report_Financial_FY2025.pdf#p1[0.315961] | 3:Report_Hiring_H1_2025.pdf#p1[0.230662] | 4:SOP_Data_Backup.pdf#p1[0.187017] | 5:FAQ_Remote_Work.txt#p1[0.183431] | 6:Report_Q3_2025_Performance.pdf#p1[0.182185] | 7:FAQ_Benefits.txt#p1[0.173974] | 8:SOP_Offboarding.pdf#p1[0.169156] | 9:Policy_BYOD.docx#p1[0.168329] | 10:Policy_Information_Classification.docx#p1[0.121821],,,,,,,,,,,,,,,,,,
NEG-008,test,negative,en,hard,unanswerable,How often is a full disaster-recovery failover exercise conducted?,False,,,,,,,False,True,205.877,13,0.63025,1:TECH_Disaster_Recovery.txt#p1[0.63025] | 2:SOP_Data_Backup.pdf#p1[0.282973] | 3:SOP_IT_Incident_Handling.pdf#p1[0.227583] | 4:SOP_Onboarding.pdf#p1[0.22201] | 5:FAQ_Onboarding.txt#p1[0.19742] | 6:FAQ_IT_Support.txt#p1[0.139903] | 7:Report_Financial_FY2025.pdf#p1[0.075748] | 8:Policy_Data_Security.docx#p1[0.057043] | 9:FAQ_Payroll.txt#p1[0.040986] | 10:FAQ_HR.txt#p1[0.040986] | 11:FAQ_Facilities.txt#p1[0.040986] | 12:FAQ_Software_Access.txt#p1[0.039894] | 13:FAQ_Email_Calendar.txt#p1[0.039894],,,,,,,,,,,,,,,,,,
NEG-009,test,negative,en,medium,unanswerable,What is the maximum permitted email attachment size?,False,,,,,,,False,True,224.798,6,0.636887,1:FAQ_Email_Calendar.txt#p1[0.636887] | 2:Policy_Password.docx#p1[0.260096] | 3:Policy_Leave.docx#p1[0.209906] | 4:Policy_BYOD.docx#p1[0.183649] | 5:Policy_WFH.docx#p1[0.170151] | 6:FAQ_Security_Awareness.txt#p1[0.16849],,,,,,,,,,,,,,,,,,
NEG-010,test,negative,en,medium,unanswerable,What is the maximum file-upload size in the customer portal?,False,,,,,,,False,True,219.24,12,0.535029,1:FAQ_Email_Calendar.txt#p1[0.535029] | 2:Report_Incident_Postmortem.pdf#p1[0.386737] | 3:SOP_Customer_Complaint.pdf#p1[0.37041] | 4:TECH_Data_Retention.txt#p1[0.332698] | 5:TECH_Database_Schema.txt#p1[0.304699] | 6:Report_Q3_2025_Performance.pdf#p1[0.278419] | 7:Report_CSAT_2025.pdf#p1[0.24272] | 8:FAQ_HR.txt#p1[0.217888] | 9:Policy_Leave.docx#p1[0.177816] | 10:Policy_WFH.docx#p1[0.165416] | 11:SOP_Leave_Request.pdf#p1[0.145496] | 12:FAQ_IT_Support.txt#p1[0.143632],,,,,,,,,,,,,,,,,,
