id,split,category,language,difficulty,question_type,question,answerable,expected_documents,expected_pages,first_relevant_document_rank,first_relevant_page_rank,document_mrr,page_mrr,returned_no_result,retrieval_false_positive,latency_ms,retrieved_chunk_count,top_score,retrieved_documents,document_hit@1,document_precision@1,document_recall@1,document_hit@3,document_precision@3,document_recall@3,document_hit@5,document_precision@5,document_recall@5,page_hit@1,page_precision@1,page_recall@1,page_hit@3,page_precision@3,page_recall@3,page_hit@5,page_precision@5,page_recall@5
TECH-002,development,technical,en,easy,requirement,How many approving reviews does a pull request require?,True,tech_coding_standards.txt,tech_coding_standards.txt#p1,1,1,1.0,1.0,,,159.184,12,0.53283,1:TECH_Coding_Standards.txt#p1[0.53283] | 2:SOP_Procurement.pdf#p1[0.378601] | 3:SOP_Leave_Request.pdf#p1[0.355835] | 4:SOP_Access_Provisioning.pdf#p1[0.335832] | 5:Report_IT_Audit_2025.pdf#p1[0.303099] | 6:Policy_Procurement_Threshold.docx#p1[0.300791] | 7:SOP_Expense_Reimbursement.pdf#p1[0.291816] | 8:FAQ_Software_Access.txt#p1[0.290791] | 9:TECH_Internal_API_Guide.txt#p1[0.263052] | 10:Report_CSAT_2025.pdf#p1[0.242323] | 11:Report_Security_Review_2025.pdf#p1[0.225837] | 12:TECH_Data_Retention.txt#p1[0.220273],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-003,development,technical,en,medium,factual,How long are audit logs retained?,True,tech_data_retention.txt,tech_data_retention.txt#p1,1,1,1.0,1.0,,,214.923,18,0.82287,1:TECH_Data_Retention.txt#p1[0.82287] | 2:SOP_Data_Backup.pdf#p1[0.40793] | 3:Report_IT_Audit_2025.pdf#p1[0.382514] | 4:FAQ_Onboarding.txt#p1[0.348982] | 5:SOP_Expense_Reimbursement.pdf#p1[0.318114] | 6:Report_Incident_Postmortem.pdf#p1[0.30819] | 7:SOP_Leave_Request.pdf#p1[0.298543] | 8:SOP_Access_Provisioning.pdf#p1[0.29388] | 9:TECH_Internal_API_Guide.txt#p1[0.284165] | 10:Policy_Leave.docx#p1[0.273358] | 11:Policy_Password.docx#p1[0.263661] | 12:Report_Hiring_H1_2025.pdf#p1[0.260561] | 13:SOP_Offboarding.pdf#p1[0.259935] | 14:FAQ_Remote_Work.txt#p1[0.241981] | 15:SOP_Customer_Complaint.pdf#p1[0.231662] | 16:Report_Security_Review_2025.pdf#p1[0.226302] | 17:SOP_IT_Incident_Handling.pdf#p1[0.22545] | 18:FAQ_IT_Support.txt#p1[0.222963],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-004,development,technical,en,medium,schema,Which field links the orders table to the customers table?,True,tech_database_schema.txt,tech_database_schema.txt#p1,1,1,1.0,1.0,,,174.509,3,0.795911,1:TECH_Database_Schema.txt#p1[0.795911] | 2:TECH_System_Architecture.txt#p1[0.25485] | 3:SOP_Procurement.pdf#p1[0.227288],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-005,development,technical,en,hard,multi_fact,On which days and during what time window are production deployments scheduled?,True,tech_deployment_runbook.txt,tech_deployment_runbook.txt#p1,1,1,1.0,1.0,,,165.227,14,0.66499,1:TECH_Deployment_Runbook.txt#p1[0.66499] | 2:SOP_Data_Backup.pdf#p1[0.381807] | 3:Report_Hiring_H1_2025.pdf#p1[0.375902] | 4:FAQ_Remote_Work.txt#p1[0.360519] | 5:Policy_WFH.docx#p1[0.343219] | 6:TECH_Disaster_Recovery.txt#p1[0.325777] | 7:SOP_Customer_Complaint.pdf#p1[0.288015] | 8:SOP_Onboarding.pdf#p1[0.26766] | 9:SOP_Expense_Reimbursement.pdf#p1[0.266246] | 10:FAQ_Payroll.txt#p1[0.261424] | 11:SOP_IT_Incident_Handling.pdf#p1[0.254784] | 12:SOP_Leave_Request.pdf#p1[0.250022] | 13:TECH_Data_Retention.txt#p1[0.246689] | 14:TECH_CICD_Pipeline.txt#p1[0.223683],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-006,development,technical,id,medium,multi_fact,Berapa nilai RTO dan RPO pada rencana pemulihan bencana?,True,tech_disaster_recovery.txt,tech_disaster_recovery.txt#p1,1,1,1.0,1.0,,,217.322,10,0.795218,1:TECH_Disaster_Recovery.txt#p1[0.795218] | 2:SOP_IT_Incident_Handling.pdf#p1[0.328928] | 3:Report_IT_Audit_2025.pdf#p1[0.28875] | 4:Report_Incident_Postmortem.pdf#p1[0.259577] | 5:SOP_Offboarding.pdf#p1[0.251065] | 6:SOP_Data_Backup.pdf#p1[0.244562] | 7:TECH_Deployment_Runbook.txt#p1[0.23937] | 8:Report_Financial_FY2025.pdf#p1[0.23311] | 9:TECH_Monitoring_Guide.txt#p1[0.226395] | 10:Report_Network_Capacity.pdf#p1[0.225444],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-007,development,technical,en,hard,multi_fact,"How long does an internal API token remain valid, and what is the default client rate limit?",True,tech_internal_api_guide.txt,tech_internal_api_guide.txt#p1,1,1,1.0,1.0,,,179.582,16,0.813098,1:TECH_Internal_API_Guide.txt#p1[0.813098] | 2:Report_Incident_Postmortem.pdf#p1[0.348523] | 3:TECH_Data_Retention.txt#p1[0.34663] | 4:SOP_Access_Provisioning.pdf#p1[0.308718] | 5:Policy_Password.docx#p1[0.294686] | 6:SOP_Expense_Reimbursement.pdf#p1[0.292303] | 7:Report_CSAT_2025.pdf#p1[0.276877] | 8:Report_Network_Capacity.pdf#p1[0.2717] | 9:Policy_WFH.docx#p1[0.256207] | 10:TECH_VPN_Setup.txt#p1[0.253089] | 11:SOP_Data_Backup.pdf#p1[0.239706] | 12:Report_Security_Review_2025.pdf#p1[0.237172] | 13:SOP_Leave_Request.pdf#p1[0.224476] | 14:FAQ_Remote_Work.txt#p1[0.224149] | 15:SOP_Customer_Complaint.pdf#p1[0.221963] | 16:Report_Q3_2025_Performance.pdf#p1[0.220949],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
NEG-001,development,negative,id,medium,unanswerable,Berapa lama cuti melahirkan yang diberikan perusahaan?,False,,,,,,,False,True,208.465,24,0.393183,1:SOP_Leave_Request.pdf#p1[0.393183] | 2:Report_Hiring_H1_2025.pdf#p1[0.392955] | 3:TECH_Data_Retention.txt#p1[0.392523] | 4:Policy_Leave.docx#p1[0.379011] | 5:Report_Incident_Postmortem.pdf#p1[0.374031] | 6:SOP_Expense_Reimbursement.pdf#p1[0.332415] | 7:SOP_Data_Backup.pdf#p1[0.330805] | 8:SOP_Offboarding.pdf#p1[0.329549] | 9:SOP_Onboarding.pdf#p1[0.32874] | 10:SOP_Customer_Complaint.pdf#p1[0.325729] | 11:FAQ_Remote_Work.txt#p1[0.325001] | 12:Policy_WFH.docx#p1[0.288615] | 13:SOP_Access_Provisioning.pdf#p1[0.279792] | 14:TECH_Disaster_Recovery.txt#p1[0.262378] | 15:SOP_Travel_Booking.pdf#p1[0.257496] | 16:SOP_IT_Incident_Handling.pdf#p1[0.25447] | 17:Policy_Procurement_Threshold.docx#p1[0.253799] | 18:FAQ_Payroll.txt#p1[0.252127] | 19:SOP_Procurement.pdf#p1[0.249096] | 20:TECH_Internal_API_Guide.txt#p1[0.248607] | 21:Report_Q3_2025_Performance.pdf#p1[0.245378] | 22:TECH_Deployment_Runbook.txt#p1[0.243498] | 23:FAQ_Onboarding.txt#p1[0.231578] | 24:Policy_Password.docx#p1[0.228243],,,,,,,,,,,,,,,,,,
NEG-002,development,negative,id,medium,unanswerable,Apakah perusahaan memberikan subsidi makan siang di kantin?,False,,,,,,,False,True,167.347,1,0.236282,1:Policy_Travel_Expense.docx#p1[0.236282],,,,,,,,,,,,,,,,,,
NEG-003,development,negative,id,hard,unanswerable,Berapa pendapatan resmi perusahaan untuk tahun penuh 2026?,False,,,,,,,False,True,232.223,8,0.430904,1:Report_Financial_FY2025.pdf#p1[0.430904] | 2:Report_Q3_2025_Performance.pdf#p1[0.350914] | 3:Report_CSAT_2025.pdf#p1[0.312255] | 4:Policy_Procurement_Threshold.docx#p1[0.287752] | 5:Report_Hiring_H1_2025.pdf#p1[0.277879] | 6:SOP_Expense_Reimbursement.pdf#p1[0.269485] | 7:Report_Network_Capacity.pdf#p1[0.265664] | 8:SOP_Procurement.pdf#p1[0.226419],,,,,,,,,,,,,,,,,,
NEG-004,development,negative,id,hard,unanswerable,Berapa persen pengurangan konsumsi air di kantor Cikarang pada 2025?,False,,,,,,,False,True,195.811,8,0.65862,1:Report_Sustainability_2025.pdf#p1[0.65862] | 2:Report_Q3_2025_Performance.pdf#p1[0.326202] | 3:Report_IT_Audit_2025.pdf#p1[0.308194] | 4:Report_CSAT_2025.pdf#p1[0.307116] | 5:Report_Network_Capacity.pdf#p1[0.304218] | 6:Report_Financial_FY2025.pdf#p1[0.261459] | 7:Report_Incident_Postmortem.pdf#p1[0.235875] | 8:Report_Security_Review_2025.pdf#p1[0.235562],,,,,,,,,,,,,,,,,,
NEG-005,development,negative,id,medium,unanswerable,Versi minimum macOS apa yang didukung untuk laptop perusahaan?,False,,,,,,,False,True,199.024,2,0.360715,1:FAQ_IT_Support.txt#p1[0.360715] | 2:TECH_CICD_Pipeline.txt#p1[0.32],,,,,,,,,,,,,,,,,,
