ID,Model,Model Name,Language,Answerable,Question,Expected Answer,Expected Keywords,Generated Answer,Expected Source,Retrieved Sources,Citations,Generation Failed,Generation Error,Abstained,False Refusal,Correct Unanswerable Refusal,No Citation On Unanswerable,Normalized Exact Match,Token F1,Keyword Coverage,Faithfulness,Answer Relevance,Context Precision,Context Recall,Citation Accuracy,Retrieval No Result,Hallucination,Judge Reason,Judge Error,System Confidence,Backend Response Time (ms),Client Response Time (ms),Context Fingerprint
ID-002,gemini,gemini-2.0-flash,ID,True,Berapa tunjangan satu kali untuk perlengkapan kerja dari rumah?,Tunjangan satu kali untuk home office adalah IDR 1.500.000.,IDR 1.500.000 | tunjangan kerja dari rumah,Up to 2 days per week with manager approval. ## Equipment Q: Will the company provide home equipment?,FAQ_Remote_Work.txt,FAQ_Remote_Work.txt,FAQ_Remote_Work.txt,0,,0,0,0,0,0.0,0.0769,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0,"Context does not mention the specific allowance amount, so answer is not provided.",,0.7496,6693,8747.91,33b075d9627857aa
ID-003,gemini,gemini-2.0-flash,ID,True,Berapa maksimum sisa cuti tahunan yang boleh dibawa ke tahun berikutnya?,Maksimum enam hari cuti yang tidak terpakai dapat dibawa ke tahun berikutnya.,6 hari | cuti terbawa | tahun berikutnya,Carryover A maximum of 6 unused leave days may be carried over to the next year.,Policy_Leave.docx,Policy_Leave.docx,Policy_Leave.docx,0,,0,0,0,0,0.0,0.0714,0.3333,5.0,5.0,1.0,1.0,1.0,0.0,0,"The system answer correctly states the maximum 6 unused leave days can be carried over, supported by the context.",,0.8694,6071,8172.42,745410f1036ad9a1
ID-004,gemini,gemini-2.0-flash,ID,True,Pada jam berapa pekerja remote wajib tersedia selama core hours?,Pekerja remote wajib tersedia pada pukul 10.00 sampai 16.00 WIB.,10:00-16:00 WIB | jam kerja inti,Core Hours Remote workers must be available during core hours of 10:00-16:00 WIB.,Policy_WFH.docx,Policy_WFH.docx,Policy_WFH.docx,0,,0,0,0,0,0.0,0.3333,0.5,5.0,5.0,1.0,1.0,1.0,0.0,0,Answer correctly states core hours as 10:00-16:00 WIB from context.,,0.9268,5551,7633.72,eecbe305389c8ab8
ID-005,gemini,gemini-2.0-flash,ID,True,Berapa pendapatan tahun 2025 dan margin laba bersih perusahaan?,Pendapatan tahun 2025 adalah IDR 158 miliar dengan margin laba bersih 14%.,IDR 158 miliar | 14% | margin laba bersih,Nusantara Dynamics Financial Summary FY2025 Revenue Full-year 2025 revenue was IDR 158 billion. Net profit margin was 14%.,Report_Financial_FY2025.pdf,Report_Financial_FY2025.pdf,Report_Financial_FY2025.pdf,0,,0,0,0,0,0.0,0.3226,0.6667,5.0,5.0,1.0,1.0,1.0,0.0,0,Answer matches context exactly with correct figures and margin percentage.,,0.8652,5647,7725.36,d27072ee97fb91fe
ID-006,gemini,gemini-2.0-flash,ID,True,Apa penyebab utama gangguan portal pelanggan pada 14 Oktober 2025?,Penyebab utamanya adalah sertifikat TLS yang kedaluwarsa pada API gateway.,sertifikat TLS kedaluwarsa | API Gateway,"Nusantara Dynamics Incident Postmortem - October 2025 Outage Duration The 14 October 2025 outage lasted 3 hours 20 minutes, affecting the customer portal.",Report_Incident_Postmortem.pdf,Report_Incident_Postmortem.pdf,Report_Incident_Postmortem.pdf,0,,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,"Context only confirms outage duration and impact, but lacks details about TLS certificate expiration cause.",,0.7815,6062,8145.93,43788bad90e0277f
ID-007,gemini,gemini-2.0-flash,ID,True,Untuk pengeluaran sebesar berapa bukti pembayaran asli wajib disertakan?,Bukti pembayaran asli wajib disertakan untuk setiap satu pengeluaran di atas IDR 150.000.,di atas IDR 150.000 | bukti pembayaran asli,Nusantara Dynamics SOP - Expense Reimbursement Submission Window Expense claims must be submitted within 30 days of the expense date.,SOP_Expense_Reimbursement.pdf,SOP_Expense_Reimbursement.pdf,SOP_Expense_Reimbursement.pdf,0,,0,0,0,0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0,"Answer addresses submission window, not payment proof requirements or IDR threshold.",,0.8264,5834,7945.79,b5077fab7bad20e8
ID-008,gemini,gemini-2.0-flash,ID,True,Berapa lama batas waktu IT untuk mencabut seluruh akses sistem karyawan yang keluar?,IT harus mencabut seluruh akses sistem dalam waktu dua jam sejak waktu keluar karyawan.,dalam 2 jam | waktu keluar karyawan | pencabutan seluruh akses sistem,Access Revocation IT revokes all system access within 2 hours of the employee's exit time.,SOP_Offboarding.pdf,SOP_Offboarding.pdf,SOP_Offboarding.pdf,0,,0,0,0,0,0.0,0.1333,0.3333,5.0,5.0,1.0,1.0,1.0,0.0,0,System answer directly matches context's 2-hour revocation requirement for employee access.,,0.8177,5953,8046.63,c1b90edb1c4df36b
ID-009,gemini,gemini-2.0-flash,ID,True,Berapa nilai RTO dan RPO pada rencana pemulihan bencana?,RTO adalah empat jam dan RPO adalah satu jam.,RTO | 4 jam | RPO | 1 jam,Nusantara Dynamics Disaster Recovery Plan ====================== ## RTO_RPO The recovery time objective (RTO) is 4 hours and the recovery point objective (RPO) is 1 hour. ## DR Site The disaster recovery site is in a separate availability zone.,TECH_Disaster_Recovery.txt,TECH_Disaster_Recovery.txt,TECH_Disaster_Recovery.txt,0,,0,0,0,0,0.0,0.1778,0.5,5.0,5.0,1.0,1.0,1.0,0.0,0,Answer exactly matches context with no added or fabricated information.,,0.9246,6352,8437.18,cf982f6703d73605
ID-010,gemini,gemini-2.0-flash,ID,True,Aplikasi apa yang digunakan untuk koneksi VPN dan apakah MFA diwajibkan?,"Karyawan menggunakan klien WireGuard, dan akses VPN wajib memakai autentikasi multifaktor.",WireGuard | autentikasi multifaktor | VPN,MFA Multi-factor authentication is mandatory for all email and VPN access.,TECH_VPN_Setup.txt,Policy_Password.docx,Policy_Password.docx,0,,0,0,0,0,0.0,0.087,0.3333,1.0,1.0,0.0,0.0,0.0,0.0,0,"System answer correctly states MFA is required for VPN access, matching context. No hallucination detected.",,0.8132,6899,8997.07,f32ecd86046b14b2
ID-011,gemini,gemini-2.0-flash,ID,False,Berapa lama cuti melahirkan yang diberikan perusahaan?,Informasi mengenai durasi cuti melahirkan tidak tersedia dalam dokumen yang diindeks.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,1,0,1,1,,,,5.0,5.0,1.0,,1.0,1.0,0,"Empty context requires refusal without invented facts, aligning with expected behavior for unanswerable queries.",,0.0,2702,4774.2,4f53cda18c2baa0c
ID-012,gemini,gemini-2.0-flash,ID,False,Apakah perusahaan memberikan subsidi makan siang di kantin?,Informasi mengenai subsidi makan siang di kantin tidak tersedia dalam dokumen yang diindeks.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,1,0,1,1,,,,5.0,5.0,1.0,,1.0,1.0,0,Empty context confirms unanswerable status with proper refusal,,0.0,3369,5438.86,4f53cda18c2baa0c
ID-013,gemini,gemini-2.0-flash,ID,False,Berapa pendapatan resmi perusahaan untuk tahun penuh 2026?,Laporan pendapatan tahun penuh 2026 tidak tersedia dalam dokumen yang diindeks.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,1,0,1,1,,,,5.0,5.0,1.0,,1.0,1.0,0,Answer correctly refuses due to lack of available documents.,,0.0,3713,5804.11,4f53cda18c2baa0c
ID-014,gemini,gemini-2.0-flash,ID,False,Berapa persen pengurangan konsumsi air di kantor Cikarang pada 2025?,Informasi mengenai pengurangan konsumsi air di kantor Cikarang tidak tersedia; dokumen hanya menyebut konsumsi listrik.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,1,0,1,1,,,,5.0,5.0,1.0,,1.0,1.0,0,Answer correctly refuses without inventing facts.,,0.0,3627,5704.02,4f53cda18c2baa0c
ID-015,gemini,gemini-2.0-flash,ID,False,Versi minimum macOS apa yang didukung untuk laptop perusahaan?,Informasi mengenai versi minimum macOS tidak tersedia dalam dokumen yang diindeks.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,1,0,1,1,,,,5.0,5.0,1.0,,1.0,1.0,0,No relevant context provided; answer correctly refuses to speculate.,,0.0,3985,6052.6,4f53cda18c2baa0c
ID-016,gemini,gemini-2.0-flash,ID,True,Berapa banyak tanggungan yang dicakup oleh asuransi kesehatan perusahaan?,Asuransi kesehatan perusahaan mencakup karyawan dan hingga 3 orang tanggungan.,3 tanggungan | asuransi kesehatan,Employees and up to 3 dependents are covered by the company health insurance plan. ## Pension Q: Is there a pension benefit?,FAQ_Benefits.txt,FAQ_Benefits.txt,FAQ_Benefits.txt,0,,0,0,0,0,0.0,0.0645,1.0,5.0,5.0,1.0,1.0,1.0,0.0,0,"The answer directly quotes the context, which states employees and up to 3 dependents are covered.",,0.8,6827,8917.77,38181779f0ef22b5
ID-017,gemini,gemini-2.0-flash,ID,True,Apakah perusahaan memberikan manfaat pensiun bagi karyawan?,"Ya, perusahaan memberikan kontribusi ke BPJS Ketenagakerjaan untuk seluruh karyawan.",BPJS Ketenagakerjaan | pensiun,Employees and up to 3 dependents are covered by the company health insurance plan. ## Pension Q: Is there a pension benefit?,FAQ_Benefits.txt,FAQ_Benefits.txt,FAQ_Benefits.txt,0,,0,0,0,0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0,Answer does not address pension benefits or BPJS Ketenagakerjaan contributions.,,0.5687,6560,8642.93,38181779f0ef22b5
ID-018,gemini,gemini-2.0-flash,ID,True,Berapa kuota ukuran mailbox standar untuk karyawan?,Kuota mailbox standar untuk karyawan adalah 50 GB.,50 GB | kuota mailbox,The standard mailbox quota is 50 GB. ## Shared Calendar Q: How do I share my calendar?,FAQ_Email_Calendar.txt,FAQ_Email_Calendar.txt,FAQ_Email_Calendar.txt,0,,0,0,0,0,0.0,0.25,1.0,5.0,5.0,1.0,1.0,1.0,0.0,0,Answer directly matches context's 50 GB standard mailbox quota.,,0.77,7011,9103.51,456eb861b33fb4f0
ID-019,gemini,gemini-2.0-flash,ID,True,Bagaimana cara membagikan kalender kepada rekan kerja?,Gunakan opsi calendar sharing dan berikan akses lihat (view access) kepada rekan kerja terkait.,berbagi kalender | akses lihat,The standard mailbox quota is 50 GB. ## Shared Calendar Q: How do I share my calendar?,FAQ_Email_Calendar.txt,FAQ_Email_Calendar.txt,FAQ_Email_Calendar.txt,0,,0,0,0,0,0.0,0.0667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,"System answer repeats context without providing steps to share calendar, failing to address the question.",,0.5035,6407,8500.69,456eb861b33fb4f0
ID-020,gemini,gemini-2.0-flash,ID,True,Berapa biaya penggantian kartu akses karyawan yang hilang?,"Biaya penggantian kartu akses adalah IDR 50.000, diajukan di meja resepsionis.",IDR 50.000 | penggantian kartu akses,"Request one at the front desk; a replacement fee of IDR 50,000 applies. ## Parking Q: Is parking available?",FAQ_Facilities.txt,FAQ_Facilities.txt,FAQ_Facilities.txt,0,,0,0,0,0,0.0,0.1379,1.0,5.0,5.0,1.0,1.0,1.0,0.0,0,"The system answer correctly states the replacement fee and where to apply, though it includes an unrelated parking question from the context.",,0.7605,6694,8768.43,4b97ee1d8b4abab5
ID-021,gemini,gemini-2.0-flash,ID,True,Di mana lokasi parkir karyawan tersedia?,Parkir karyawan tersedia di Basement 2.,Basement 2 | parkir karyawan,"Request one at the front desk; a replacement fee of IDR 50,000 applies. ## Parking Q: Is parking available?",FAQ_Facilities.txt,FAQ_Facilities.txt,FAQ_Facilities.txt,0,,0,0,0,0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0,"Context does not mention employee parking location, answer reflects retrieved content accurately.",,0.5324,6755,8828.25,4b97ee1d8b4abab5
ID-022,gemini,gemini-2.0-flash,ID,True,Di mana karyawan dapat menemukan slip gaji mereka?,Slip gaji tersedia di HR portal pada bagian My Documents setelah tanggal 25.,HR portal | My Documents | setelah tanggal 25,Payslips are available in the HR portal under My Documents after the 25th. ## Update Bank Q: How do I update my bank account?,FAQ_HR.txt,FAQ_HR.txt,FAQ_HR.txt,0,,0,0,0,0,0.0,0.2222,0.6667,5.0,5.0,1.0,1.0,1.0,0.0,0,"The answer directly matches the context, accurately answering the question without hallucination.",,0.7896,6805,8897.64,f095c9d391b1ca51
ID-023,gemini,gemini-2.0-flash,ID,True,Bagaimana cara memperbarui data rekening bank di sistem HR?,Ajukan perubahan melalui HR portal; perubahan berlaku mulai siklus payroll berikutnya.,HR portal | siklus payroll berikutnya,Payslips are available in the HR portal under My Documents after the 25th. ## Update Bank Q: How do I update my bank account?,FAQ_HR.txt,FAQ_HR.txt,FAQ_HR.txt,0,,0,0,0,0,0.0,0.1176,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0,"Context only explains payslip access, not bank update process. Answer repeats question without providing solution.",,0.6998,6884,8980.53,f095c9d391b1ca51
ID-024,gemini,gemini-2.0-flash,ID,True,Bagaimana prosedur mengajukan permintaan laptop baru?,Ajukan permintaan melalui IT Service Desk dengan persetujuan manajer.,IT Service Desk | persetujuan manajer,Raise a ticket to the IT Helpdesk via the portal; resets are processed within 1x24 hours. ## New Laptop Q: How do I request a new laptop?,FAQ_IT_Support.txt,FAQ_IT_Support.txt,FAQ_IT_Support.txt,0,,0,0,0,0,0.0,0.0571,0.0,5.0,3.0,1.0,1.0,1.0,0.0,0,Answer matches context but omits manager approval requirement not present in retrieved documents,,0.7995,5917,8018.86,b4b629a0ccf92376
ID-025,gemini,gemini-2.0-flash,ID,True,Apa saja yang harus dibawa karyawan baru pada hari pertama kerja?,"Karyawan baru harus membawa KTP yang masih berlaku, NPWP, dan detail rekening bank.",KTP yang masih berlaku | NPWP | detail rekening bank,Access Revocation IT revokes all system access within 2 hours of the employee's exit time.,FAQ_Onboarding.txt,SOP_Offboarding.pdf,SOP_Offboarding.pdf,0,,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,"Context discusses offboarding access revocation, unrelated to onboarding document requirements.",,0.5384,6747,8839.56,c1b90edb1c4df36b
ID-026,gemini,gemini-2.0-flash,ID,True,Berapa lama masa probation karyawan baru dan kapan evaluasinya?,Masa probation berlangsung 3 bulan dengan evaluasi kinerja formal pada minggu ke-12.,3 bulan | minggu ke-12 | evaluasi,Probation New employees serve a probation period of 3 months. A formal performance evaluation is conducted in week 12 before confirmation.,FAQ_Onboarding.txt,SOP_Onboarding.pdf,SOP_Onboarding.pdf,0,,0,0,0,0,0.0,0.2353,0.3333,5.0,5.0,0.0,0.0,0.0,0.0,0,"Answer matches context exactly, providing correct duration and evaluation timing.",,0.7816,5641,7716.42,4a68231bee9ff414
ID-027,gemini,gemini-2.0-flash,ID,True,Pada tanggal berapa gaji karyawan dibayarkan setiap bulannya?,Gaji dibayarkan pada tanggal 25 setiap bulan.,tanggal 25 | hari gajian,Salaries are paid on the 25th of each month.,FAQ_Payroll.txt,FAQ_Payroll.txt,FAQ_Payroll.txt,0,,0,0,0,0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,1.0,0.0,0,Answer matches context exactly and directly addresses the question.,,0.5453,6781,8847.06,607287b173e7d280
ID-028,gemini,gemini-2.0-flash,ID,True,Kapan lembur yang telah disetujui akan dibayarkan?,Lembur yang telah disetujui dibayarkan pada siklus payroll bulan berikutnya.,lembur | payroll bulan berikutnya,Nusantara Dynamics SOP - Expense Reimbursement Submission Window Expense claims must be submitted within 30 days of the expense date. Claims older than 30 days require Finance Manager approval.,FAQ_Payroll.txt,SOP_Expense_Reimbursement.pdf,SOP_Expense_Reimbursement.pdf,0,,0,0,0,0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0,"Context only addresses expense claims, not overtime payment timing.",,0.5762,6410,8512.81,8d3e20ecff6ecfff
ID-029,gemini,gemini-2.0-flash,ID,True,Berapa hari maksimal karyawan diperbolehkan bekerja dari rumah dalam seminggu?,Karyawan diperbolehkan bekerja dari rumah maksimal 2 hari per minggu dengan persetujuan manajer.,2 hari per minggu | persetujuan manajer,"Limit Employees may work from home a maximum of 2 days per week, with manager approval.",FAQ_Remote_Work.txt,Policy_WFH.docx,Policy_WFH.docx,0,,0,0,0,0,0.0,0.1379,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0,"The system answer directly quotes the context, providing the correct maximum days (2) with manager approval, aligning with the expected answer.",,0.6798,6510,8606.33,4fb1d945439107fe
ID-030,gemini,gemini-2.0-flash,ID,True,Apa yang harus dilakukan karyawan jika menerima email mencurigakan?,Karyawan tidak boleh mengklik tautan apa pun dan harus melaporkannya menggunakan tombol Report Phishing.,jangan klik tautan | tombol Report Phishing,Nusantara Dynamics Security Awareness FAQ ====================== ## Phishing Q: What do I do if I receive a suspicious email?,FAQ_Security_Awareness.txt,FAQ_Security_Awareness.txt,FAQ_Security_Awareness.txt,0,,0,0,0,0,0.0,0.0645,0.0,5.0,5.0,1.0,1.0,1.0,0.0,0,Answer directly matches context's instruction to avoid clicking links and report phishing.,,0.6848,6886,8975.09,581a4dfe1a0d7ce2
ID-031,gemini,gemini-2.0-flash,ID,True,Apa yang harus dilakukan jika laptop kantor hilang?,Laporkan segera ke IT agar perangkat dapat dihapus datanya dari jarak jauh (remote wipe).,laporkan ke IT | remote wipe,Do not click links; report it using the Report Phishing button. ## Lost Device Q: What if I lose my laptop?,FAQ_Security_Awareness.txt,FAQ_Security_Awareness.txt,FAQ_Security_Awareness.txt,0,,0,0,0,0,0.0,0.0588,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,"Context only addresses phishing reports, not lost devices. Answer fails to address the specific question about lost laptops.",,0.5865,6284,8368.01,6acce527269a5e00
ID-032,gemini,gemini-2.0-flash,ID,True,Siapa yang menyetujui permintaan akses ke sebuah aplikasi atau software?,Permintaan akses diajukan melalui IT Service Desk dan disetujui oleh pemilik sistem (system owner).,IT Service Desk | pemilik sistem,Request it via the IT Service Desk; the system owner approves. ## License Q: Who pays for software licenses?,FAQ_Software_Access.txt,FAQ_Software_Access.txt,FAQ_Software_Access.txt,0,,0,0,0,0,0.0,0.3125,0.5,5.0,5.0,1.0,1.0,1.0,0.0,0,Answer directly matches retrieved context about IT Service Desk and system owner approval,,0.7363,6762,8843.65,1c37a6265d7233f1
ID-033,gemini,gemini-2.0-flash,ID,True,Siapa yang menanggung biaya lisensi software untuk keperluan kerja?,Lisensi perangkat lunak bisnis yang telah disetujui ditanggung oleh anggaran IT.,anggaran IT | lisensi software,Request it via the IT Service Desk; the system owner approves. ## License Q: Who pays for software licenses?,FAQ_Software_Access.txt,FAQ_Software_Access.txt,FAQ_Software_Access.txt,0,,0,0,0,0,0.0,0.069,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0,"The system answer only describes the approval process but does not address who covers the cost, missing the expected budget-related answer.",,0.7499,6893,8973.54,1c37a6265d7233f1
ID-034,gemini,gemini-2.0-flash,ID,True,Bagaimana sikap perusahaan terhadap tindakan pelecehan di tempat kerja?,"Perusahaan menerapkan kebijakan tanpa toleransi (zero tolerance) terhadap segala bentuk pelecehan, dan keluhan dapat dilaporkan secara rahasia ke HR atau melalui jalur whistleblower.",tanpa toleransi | HR | jalur whistleblower,Anti-Harassment Policy.,Policy_Anti_Harassment.docx,Policy_Anti_Harassment.docx,Policy_Anti_Harassment.docx,0,,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,Answer only mentions policy name without addressing zero-tolerance stance or reporting mechanisms.,,0.4874,7002,9084.87,a4d286f08e2743bf
ID-035,gemini,gemini-2.0-flash,ID,True,Apa syarat yang harus dipenuhi sebelum perangkat pribadi digunakan untuk email kantor?,Perangkat pribadi harus didaftarkan terlebih dahulu ke sistem mobile device management (MDM).,MDM | manajemen perangkat mobile | terdaftar,Enrollment Personal devices used for work email must be enrolled in the mobile device management (MDM) system.,Policy_BYOD.docx,Policy_BYOD.docx,Policy_BYOD.docx,0,,0,0,0,0,0.0,0.2759,0.3333,5.0,5.0,1.0,1.0,1.0,0.0,0,Answer directly matches context requirement for MDM enrollment,,0.7905,6877,8973.12,3a8f05541a2c067e
ID-036,gemini,gemini-2.0-flash,ID,True,Apakah perusahaan berhak menghapus data dari perangkat pribadi karyawan?,"Ya, perusahaan berhak melakukan remote wipe untuk menghapus data korporat dari perangkat yang telah terdaftar dalam MDM.",remote wipe | data korporat | MDM,Remote Wipe The company reserves the right to remotely wipe corporate data from enrolled devices.,Policy_BYOD.docx,Policy_BYOD.docx,Policy_BYOD.docx,0,,0,0,0,0,0.0,0.1875,0.3333,5.0,5.0,1.0,1.0,1.0,0.0,0,Answer matches context exactly,,0.7133,6199,8293.62,f05bd5f87904b5b0
ID-037,gemini,gemini-2.0-flash,ID,True,Bagaimana cara karyawan mengungkapkan potensi konflik kepentingan?,Potensi konflik kepentingan harus diungkapkan secara tertulis kepada HR.,HR | tertulis | konflik kepentingan,Conflict of Interest Any potential conflict of interest must be disclosed to HR in writing.,Policy_Code_of_Conduct.docx,Policy_Code_of_Conduct.docx,Policy_Code_of_Conduct.docx,0,,0,0,0,0,0.0,0.0833,0.6667,4.0,5.0,1.0,1.0,1.0,0.0,0,Answer includes correct information from context but adds extra phrase not present.,,0.6004,6680,8753.26,3f2f3a89432462af
ID-038,gemini,gemini-2.0-flash,ID,True,Apa saja aturan keamanan data pada laptop perusahaan?,"Seluruh laptop perusahaan wajib menggunakan enkripsi disk penuh (full-disk encryption), dan penggunaan penyimpanan USB pribadi pada laptop perusahaan dilarang.",enkripsi disk penuh | penyimpanan USB dilarang,Data Security Policy.,Policy_Data_Security.docx,Policy_Data_Security.docx,Policy_Data_Security.docx,0,,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,Answer only mentions policy name without specific security rules from context.,,0.7348,6398,8511.14,7d2455cf170507bf
ID-039,gemini,gemini-2.0-flash,ID,True,Ada berapa level klasifikasi informasi di perusahaan dan apa saja?,"Terdapat empat level klasifikasi informasi, yaitu Public, Internal, Confidential, dan Restricted.",Public | Internal | Confidential | Restricted,"Levels Information is classified as Public, Internal, Confidential, or Restricted.",Policy_Information_Classification.docx,Policy_Information_Classification.docx,Policy_Information_Classification.docx,0,,0,0,0,0,0.0,0.381,1.0,5.0,5.0,1.0,1.0,1.0,0.0,0,Answer directly matches retrieved context's explicit list of four classification levels.,,0.8031,6765,8840.47,fcaa82b43afa0876
ID-040,gemini,gemini-2.0-flash,ID,True,Apa aturan penanganan data dengan klasifikasi Restricted?,Data Restricted hanya boleh diakses melalui perangkat yang dikelola perusahaan dan tidak boleh dikirim melalui email eksternal.,perangkat yang dikelola perusahaan | tidak boleh dikirim email eksternal,Handling Restricted data may only be accessed on company-managed devices and must never be emailed externally.,Policy_Information_Classification.docx,Policy_Information_Classification.docx,Policy_Information_Classification.docx,0,,0,0,0,0,0.0,0.1176,0.0,5.0,5.0,1.0,1.0,1.0,0.0,0,System answer exactly matches context and expected behavior with minor wording adjustments.,,0.7323,5985,8096.62,33ec994b8691213e
ID-041,gemini,gemini-2.0-flash,ID,True,Berapa hari cuti tahunan yang diberikan kepada karyawan?,"Karyawan berhak atas 12 hari cuti tahunan per tahun, yang terakumulasi setiap bulan.",12 hari | cuti tahunan | terakumulasi setiap bulan,"Annual Leave Employees are entitled to 12 days of annual leave per year, accruing monthly.",Policy_Leave.docx,Policy_Leave.docx,Policy_Leave.docx,0,,0,0,0,0,0.0,0.1429,0.6667,5.0,5.0,1.0,1.0,1.0,0.0,0,Answer directly matches context with exact wording and correctly answers the question.,,0.8678,6307,8400.26,bec48fadd6d4b7df
ID-042,gemini,gemini-2.0-flash,ID,True,Kapan surat keterangan dokter diperlukan untuk cuti sakit?,Surat keterangan dokter diperlukan jika cuti sakit lebih dari 2 hari berturut-turut.,surat keterangan dokter | lebih dari 2 hari berturut-turut,Sick Leave Sick leave beyond 2 consecutive days requires a doctor's certificate.,Policy_Leave.docx,Policy_Leave.docx,Policy_Leave.docx,0,,0,0,0,0,0.0,0.0769,0.5,5.0,5.0,1.0,1.0,1.0,0.0,0,Answer correctly reflects context requirement for doctor's certificate beyond 2 consecutive days,,0.6221,6847,8939.04,a271d020ee866a5b
ID-043,gemini,gemini-2.0-flash,ID,True,Apa saja persyaratan panjang dan kompleksitas kata sandi perusahaan?,"Kata sandi harus terdiri dari minimal 12 karakter, mencakup huruf besar, huruf kecil, angka, dan simbol.",12 karakter | huruf besar | huruf kecil | angka | simbol,"Length Passwords must be at least 12 characters and include upper case, lower case, a number, and a symbol.",Policy_Password.docx,Policy_Password.docx,Policy_Password.docx,0,,0,0,0,0,0.0,0.0606,0.0,5.0,5.0,1.0,1.0,1.0,0.0,0,The system answer directly matches the retrieved context's requirements for password length and complexity.,,0.7205,6474,8577.17,e7e5da1c25f8b2d3
ID-044,gemini,gemini-2.0-flash,ID,True,Berapa lama siklus penggantian kata sandi dan apakah kata sandi lama boleh dipakai ulang?,"Kata sandi harus diganti setiap 90 hari, dan 5 kata sandi terakhir tidak boleh digunakan kembali.",90 hari | 5 kata sandi terakhir tidak boleh dipakai ulang,Rotation Passwords must be changed every 90 days. The last 5 passwords cannot be reused.,Policy_Password.docx,Policy_Password.docx,Policy_Password.docx,0,,0,0,0,0,0.0,0.129,0.0,3.0,4.0,1.0,1.0,1.0,0.0,1,"Answer includes unsupported 'Rotation' term not in context, but correctly states 90-day cycle and 5-password restriction.",,0.6363,5555,7645.59,32fb0c740326b89a
ID-045,gemini,gemini-2.0-flash,ID,True,Siapa yang menyetujui pembelian dengan nilai di bawah IDR 10.000.000?,Pembelian dengan nilai di bawah IDR 10.000.000 disetujui oleh manajer.,di bawah IDR 10.000.000 | persetujuan manajer,"Nusantara Dynamics SOP - Procurement Thresholds Purchases up to IDR 10,000,000 require manager approval. Purchases above IDR 50,000,000 require Director approval and three vendor quotations.",Policy_Procurement_Threshold.docx,SOP_Procurement.pdf,SOP_Procurement.pdf,0,,0,0,0,0,0.0,0.1176,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0,Answer directly quotes context stating managers approve purchases under IDR 10M.,,0.7542,6228,8320.56,a7f9bf6c6b3c6c57
ID-046,gemini,gemini-2.0-flash,ID,True,Berapa nilai uang makan (per diem) harian untuk perjalanan dinas domestik?,Uang makan harian untuk perjalanan dinas domestik adalah IDR 250.000 per hari.,IDR 250.000 | per hari | uang makan (per diem),"Per Diem The domestic meal per diem is IDR 250,000 per day.",Policy_Travel_Expense.docx,Policy_Travel_Expense.docx,Policy_Travel_Expense.docx,0,,0,0,0,0,0.0,0.25,0.6667,5.0,5.0,1.0,1.0,1.0,0.0,0,Answer matches context with correct per diem amount.,,0.7813,6322,8402.68,8480466a11e63a62
ID-047,gemini,gemini-2.0-flash,ID,True,Berapa batas maksimum biaya hotel per malam untuk perjalanan dinas domestik?,Biaya hotel dibatasi maksimal IDR 800.000 per malam untuk perjalanan dinas domestik.,IDR 800.000 | per malam | batas biaya hotel,"Hotel Cap Hotel cost is capped at IDR 800,000 per night for domestic travel.",Policy_Travel_Expense.docx,Policy_Travel_Expense.docx,Policy_Travel_Expense.docx,0,,0,0,0,0,0.0,0.3077,1.0,5.0,5.0,1.0,1.0,1.0,0.0,0,"The answer correctly states the maximum hotel cost per night for domestic travel as IDR 800,000, matching the retrieved context.",,0.8148,6371,8434.79,85f1f8934ea9c375
