ID,Model,Model Name,Language,Answerable,Question,Expected Answer,Expected Keywords,Generated Answer,Expected Source,Retrieved Sources,Citations,Pipeline Failed,Failure Category,Failure Stage,Retrieval Mode,Retrieval Query,Backend Build Version,Generation Failed,Generation Error,Abstained,False Refusal,Correct Unanswerable Refusal,No Citation On Unanswerable,Normalized Exact Match,Token F1,Keyword Coverage,Faithfulness,Answer Relevance,Context Precision,Context Recall,Citation Accuracy,Citation Precision,Citation Recall,Citation F1,Retrieval Top K,Precision@K,Recall@K,Hit@K,MRR,Top-1 Accuracy,NDCG@K,First Relevant Rank,Retrieval Debug Available,Retrieval Time (ms),Retrieval No Result,Hallucination,Judge Reason,Judge Error,System Confidence,Backend Response Time (ms),Client Response Time (ms),Context Fingerprint
EN-042,ollama,qwen3-custom:latest,EN,True,"How quickly must a suspected data breach be reported, and to which address?",A suspected data breach must be reported within one hour to security@nusantaradynamics.co.id.,within 1 hour | security@nusantaradynamics.co.id,A suspected data breach must be reported within 1 hour to security@nusantaradynamics.co.id.,Policy_Data_Security.docx,Policy_Data_Security.docx,Policy_Data_Security.docx,0,,,evaluation_snapshot,"How quickly must a suspected data breach be reported, and to which address?",rag-bilingual-eval-v13-20260801,0,,0,0,0,0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5932.76,0.0,,,SKIPPED,0.9115,3035,3049.93,e4ea2ff93a3a6c48
EN-043,ollama,qwen3-custom:latest,EN,True,What are the four information-classification levels?,"The four levels are Public, Internal, Confidential, and Restricted.",Public | Internal | Confidential | Restricted,"The four information-classification levels are Public, Internal, Confidential, and Restricted.",Policy_Information_Classification.docx,Policy_Information_Classification.docx,Policy_Information_Classification.docx,0,,,evaluation_snapshot,What are the four information-classification levels?,rag-bilingual-eval-v13-20260801,0,,0,0,0,0,0.0,0.9,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6198.65,0.0,,,SKIPPED,0.634,2676,2691.56,01b8dc84c060d165
EN-044,ollama,qwen3-custom:latest,EN,True,"What are the password length, complexity, and rotation requirements?","Passwords must be at least 12 characters, include uppercase and lowercase letters, a number, and a symbol, and be changed every 90 days.",12 characters | upper case | lower case | number | symbol | 90 days,"The password length must be at least 12 characters and include upper case, lower case, a number, and a symbol. There is no mention of password rotation requirements in the provided evidence.",Policy_Password.docx,Policy_Password.docx,Policy_Password.docx,0,,,evaluation_snapshot,"What are the password length, complexity, and rotation requirements?",rag-bilingual-eval-v13-20260801,0,,0,0,0,0,0.0,0.566,0.8333,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5869.73,0.0,,,SKIPPED,0.4967,4580,4605.87,f515759975f9f9d8
EN-045,ollama,qwen3-custom:latest,EN,True,Who approves a purchase valued between IDR 10 million and IDR 50 million?,A department head approves purchases valued from IDR 10 million to IDR 50 million.,department head | IDR 10-50 million,The purchase valued between IDR 10 million and IDR 50 million requires approval from the department head. This is explicitly stated in Policy_Procurement_Threshold.docx.,Policy_Procurement_Threshold.docx,SOP_Procurement.pdf | Policy_Procurement_Threshold.docx,SOP_Procurement.pdf,0,,,evaluation_snapshot,Who approves a purchase valued between IDR 10 million and IDR 50 million?,rag-bilingual-eval-v13-20260801,0,,0,0,0,0,0.0,0.5,1.0,,,0.5,1.0,0.0,0.0,0.0,0.0,5,0.2,1.0,1.0,0.5,0.0,0.6309,2.0,1,5922.4,0.0,,,SKIPPED,0.6372,4613,4617.96,c872cb463779748d
EN-046,ollama,qwen3-custom:latest,EN,False,What is the direct password-reset URL?,The indexed documents do not provide a direct password-reset URL; they only instruct employees to raise an IT Helpdesk ticket through the portal.,,The requested information was not found with sufficient evidence in the indexed documents.,,,,0,,context_or_answerability,evaluation_snapshot,What is the direct password-reset URL?,rag-bilingual-eval-v13-20260801,0,,1,0,1,1,,,,,,1.0,,1.0,1.0,,1.0,5,,,,,,,,0,4098.41,1.0,,,SKIPPED,0.0,0,14.11,4f53cda18c2baa0c
EN-047,ollama,qwen3-custom:latest,EN,False,What is the full street address of the company headquarters?,The company headquarters address is not available in the indexed documents.,,The requested information was not found with sufficient evidence in the indexed documents.,,,,0,,context_or_answerability,evaluation_snapshot,What is the full street address of the company headquarters?,rag-bilingual-eval-v13-20260801,0,,1,0,1,1,,,,,,1.0,,1.0,1.0,,1.0,5,,,,,,,,0,4395.48,1.0,,,SKIPPED,0.0,0,26.35,4f53cda18c2baa0c
EN-048,ollama,qwen3-custom:latest,EN,False,How often is a full disaster-recovery failover exercise conducted?,The indexed documents do not state a schedule for a full disaster-recovery failover exercise.,,The requested information was not found with sufficient evidence in the indexed documents.,,,,0,,context_or_answerability,evaluation_snapshot,How often is a full disaster-recovery failover exercise conducted?,rag-bilingual-eval-v13-20260801,0,,1,0,1,1,,,,,,1.0,,1.0,1.0,,1.0,5,,,,,,,,0,4384.93,1.0,,,SKIPPED,0.0,0,28.72,4f53cda18c2baa0c
EN-049,ollama,qwen3-custom:latest,EN,False,What is the maximum permitted email attachment size?,The maximum email attachment size is not stated in the indexed documents.,,The requested information was not found with sufficient evidence in the indexed documents.,,,,0,,context_or_answerability,evaluation_snapshot,What is the maximum permitted email attachment size?,rag-bilingual-eval-v13-20260801,0,,1,0,1,1,,,,,,1.0,,1.0,1.0,,1.0,5,,,,,,,,0,4104.65,1.0,,,SKIPPED,0.0,0,29.15,4f53cda18c2baa0c
EN-050,ollama,qwen3-custom:latest,EN,False,What is the maximum file-upload size in the customer portal?,The indexed documents do not specify a maximum file-upload size for the customer portal.,,The requested information was not found with sufficient evidence in the indexed documents.,,,,0,,context_or_answerability,evaluation_snapshot,What is the maximum file-upload size in the customer portal?,rag-bilingual-eval-v13-20260801,0,,1,0,1,1,,,,,,1.0,,1.0,1.0,,1.0,5,,,,,,,,0,4055.77,1.0,,,SKIPPED,0.0,0,24.37,4f53cda18c2baa0c
ID-001,ollama,qwen3-custom:latest,ID,True,Bagaimana cara mereset kata sandi dan berapa lama prosesnya?,Ajukan tiket ke IT Helpdesk melalui portal. Reset diproses dalam waktu 1x24 jam.,IT Helpdesk | portal | 1x24 jam,Cara mereset kata sandi adalah dengan mengajukan tiket ke IT Helpdesk melalui portal. Proses reset kata sandi memakan waktu maksimal 24 jam.,FAQ_IT_Support.txt,FAQ_IT_Support.txt,FAQ_IT_Support.txt,0,,,evaluation_snapshot,Bagaimana cara mereset kata sandi dan berapa lama prosesnya?,rag-bilingual-eval-v13-20260801,0,,0,0,0,0,0.0,0.5143,0.6667,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,8213.73,0.0,,,SKIPPED,0.796,9402,9425.36,e71e7b350ab8b0df
ID-002,ollama,qwen3-custom:latest,ID,True,Berapa tunjangan satu kali untuk perlengkapan kerja dari rumah?,Tunjangan satu kali untuk home office adalah IDR 1.500.000.,IDR 1.500.000 | tunjangan kerja dari rumah,Tunjangan satu kali untuk perlengkapan kerja dari rumah adalah IDR 1.500.000.,FAQ_Remote_Work.txt,FAQ_Remote_Work.txt,FAQ_Remote_Work.txt,0,,,evaluation_snapshot,Berapa tunjangan satu kali untuk perlengkapan kerja dari rumah?,rag-bilingual-eval-v13-20260801,0,,0,0,0,0,0.0,0.7,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,8172.18,0.0,,,SKIPPED,0.7762,3942,3968.3,1e2fd9d683a6e7a8
ID-003,ollama,qwen3-custom:latest,ID,True,Berapa maksimum sisa cuti tahunan yang boleh dibawa ke tahun berikutnya?,Maksimum enam hari cuti yang tidak terpakai dapat dibawa ke tahun berikutnya.,6 hari | tahun berikutnya,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,Policy_Leave.docx,,,1,retrieval_or_context,answer_or_source_build,evaluation_snapshot,Berapa maksimum sisa cuti tahunan yang boleh dibawa ke tahun berikutnya?,rag-bilingual-eval-v13-20260801,0,,1,1,0,0,0.0,0.16,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,8731.67,1.0,,Answerable question returned no generation contexts. Inspect failure_stage and retrieval diagnostics.,PIPELINE_FAILED,0.0,3330,3344.9,4f53cda18c2baa0c
ID-004,ollama,qwen3-custom:latest,ID,True,Pada jam berapa pekerja remote wajib tersedia selama core hours?,Pekerja remote wajib tersedia pada pukul 10.00 sampai 16.00 WIB.,10.00 | 16.00 | WIB,Pekerja remote wajib tersedia selama jam core dari pukul 10:00 hingga 16:00 WIB. Jam core tersebut berlaku untuk semua pekerja remote sesuai dengan kebijakan yang berlaku.,Policy_WFH.docx,Policy_WFH.docx,Policy_WFH.docx,0,,,evaluation_snapshot,Pada jam berapa pekerja remote wajib tersedia selama core hours?,rag-bilingual-eval-v13-20260801,0,,0,0,0,0,0.0,0.4444,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7396.27,0.0,,,SKIPPED,0.9038,6106,6131.76,7a890c38baf9592c
ID-005,ollama,qwen3-custom:latest,ID,True,Berapa pendapatan tahun 2025 dan margin laba bersih perusahaan?,Pendapatan tahun 2025 adalah IDR 158 miliar dengan margin laba bersih 14%.,IDR 158 miliar | 14% | margin laba bersih,Pendapatan tahun 2025 perusahaan adalah IDR 158 miliar. Margin laba bersih perusahaan adalah 14%.,Report_Financial_FY2025.pdf,Report_Financial_FY2025.pdf,Report_Financial_FY2025.pdf,0,,,evaluation_snapshot,Berapa pendapatan tahun 2025 dan margin laba bersih perusahaan?,rag-bilingual-eval-v13-20260801,0,,0,0,0,0,0.0,0.8462,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7311.49,0.0,,,SKIPPED,0.8741,14628,14657.97,3b5fafbea60f76b6
ID-006,ollama,qwen3-custom:latest,ID,True,Apa penyebab utama gangguan portal pelanggan pada 14 Oktober 2025?,Penyebab utamanya adalah sertifikat TLS yang kedaluwarsa pada API gateway.,sertifikat TLS kedaluwarsa | API Gateway,Penyebab utama gangguan portal pelanggan pada 14 Oktober 2025 adalah sertifikat TLS pada API gateway yang telah kedaluwarsa.,Report_Incident_Postmortem.pdf,Report_Incident_Postmortem.pdf,Report_Incident_Postmortem.pdf,0,,,evaluation_snapshot,Apa penyebab utama gangguan portal pelanggan pada 14 Oktober 2025?,rag-bilingual-eval-v13-20260801,0,,0,0,0,0,0.0,0.6429,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7639.87,0.0,,,SKIPPED,0.8365,6604,6621.13,f696eb004287d0fd
ID-007,ollama,qwen3-custom:latest,ID,True,Untuk pengeluaran sebesar berapa bukti pembayaran asli wajib disertakan?,Bukti pembayaran asli wajib disertakan untuk setiap satu pengeluaran di atas IDR 150.000.,di atas IDR 150.000 | bukti pembayaran asli,Bukti pembayaran asli wajib disertakan untuk pengeluaran sebesar IDR 150.000 atau lebih.,SOP_Expense_Reimbursement.pdf,SOP_Expense_Reimbursement.pdf,SOP_Expense_Reimbursement.pdf,0,,,evaluation_snapshot,Untuk pengeluaran sebesar berapa bukti pembayaran asli wajib disertakan?,rag-bilingual-eval-v13-20260801,0,,0,0,0,0,0.0,0.72,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7459.04,0.0,,,SKIPPED,0.8045,4427,4431.34,ed024e7a52c26e22
ID-008,ollama,qwen3-custom:latest,ID,True,Berapa lama batas waktu IT untuk mencabut seluruh akses sistem karyawan yang keluar?,IT harus mencabut seluruh akses sistem dalam waktu dua jam sejak waktu keluar karyawan.,2 jam | seluruh akses sistem,Batas waktu IT untuk mencabut seluruh akses sistem karyawan yang keluar adalah dalam waktu 2 jam setelah waktu keluarnya karyawan. Akses tersebut dicabut sebagai bagian dari proses offboarding karyawan.,SOP_Offboarding.pdf,SOP_Offboarding.pdf,SOP_Offboarding.pdf,0,,,evaluation_snapshot,Berapa lama batas waktu IT untuk mencabut seluruh akses sistem karyawan yang keluar?,rag-bilingual-eval-v13-20260801,0,,0,0,0,0,0.0,0.5581,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,9342.07,0.0,,,SKIPPED,0.8306,7122,7142.42,4ced6a62b184a52d
ID-009,ollama,qwen3-custom:latest,ID,True,Berapa nilai RTO dan RPO pada rencana pemulihan bencana?,RTO adalah empat jam dan RPO adalah satu jam.,RTO | 4 jam | RPO | 1 jam,RTO adalah 4 jam dan RPO adalah 1 jam.,TECH_Disaster_Recovery.txt,TECH_Disaster_Recovery.txt,TECH_Disaster_Recovery.txt,0,,,evaluation_snapshot,Berapa nilai RTO dan RPO pada rencana pemulihan bencana?,rag-bilingual-eval-v13-20260801,0,,0,0,0,0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,8246.45,0.0,,,SKIPPED,0.895,2893,2914.13,cf982f6703d73605
ID-010,ollama,qwen3-custom:latest,ID,True,Aplikasi apa yang digunakan untuk koneksi VPN dan apakah MFA diwajibkan?,"Karyawan menggunakan klien WireGuard, dan akses VPN wajib memakai autentikasi multifaktor.",WireGuard | autentikasi multifaktor | VPN,Aplikasi yang digunakan untuk koneksi VPN adalah WireGuard. MFA diwajibkan untuk akses VPN.,TECH_VPN_Setup.txt,Policy_Password.docx | TECH_VPN_Setup.txt,Policy_Password.docx,0,,,evaluation_snapshot,Aplikasi apa yang digunakan untuk koneksi VPN dan apakah MFA diwajibkan?,rag-bilingual-eval-v13-20260801,0,,0,0,0,0,0.0,0.25,0.6667,,,0.5,1.0,0.0,0.0,0.0,0.0,5,0.2,1.0,1.0,0.5,0.0,0.6309,2.0,1,8199.65,0.0,,,SKIPPED,0.8721,5024,5039.5,b6aeee9f86472be2
ID-011,ollama,qwen3-custom:latest,ID,False,Berapa lama cuti melahirkan yang diberikan perusahaan?,Informasi mengenai durasi cuti melahirkan tidak tersedia dalam dokumen yang diindeks.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,context_or_answerability,evaluation_snapshot,Berapa lama cuti melahirkan yang diberikan perusahaan?,rag-bilingual-eval-v13-20260801,0,,1,0,1,1,,,,,,1.0,,1.0,1.0,,1.0,5,,,,,,,,0,6954.65,1.0,,,SKIPPED,0.0,0,17.68,4f53cda18c2baa0c
ID-012,ollama,qwen3-custom:latest,ID,False,Apakah perusahaan memberikan subsidi makan siang di kantin?,Informasi mengenai subsidi makan siang di kantin tidak tersedia dalam dokumen yang diindeks.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,context_or_answerability,evaluation_snapshot,Apakah perusahaan memberikan subsidi makan siang di kantin?,rag-bilingual-eval-v13-20260801,0,,1,0,1,1,,,,,,1.0,,1.0,1.0,,1.0,5,,,,,,,,0,7856.18,1.0,,,SKIPPED,0.0,0,28.06,4f53cda18c2baa0c
ID-013,ollama,qwen3-custom:latest,ID,False,Berapa pendapatan resmi perusahaan untuk tahun penuh 2026?,Laporan pendapatan tahun penuh 2026 tidak tersedia dalam dokumen yang diindeks.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,context_or_answerability,evaluation_snapshot,Berapa pendapatan resmi perusahaan untuk tahun penuh 2026?,rag-bilingual-eval-v13-20260801,0,,1,0,1,1,,,,,,1.0,,1.0,1.0,,1.0,5,,,,,,,,0,10336.47,1.0,,,SKIPPED,0.0,0,16.32,4f53cda18c2baa0c
ID-014,ollama,qwen3-custom:latest,ID,False,Berapa persen pengurangan konsumsi air di kantor Cikarang pada 2025?,Informasi mengenai pengurangan konsumsi air di kantor Cikarang tidak tersedia; dokumen hanya menyebut konsumsi listrik.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,context_or_answerability,evaluation_snapshot,Berapa persen pengurangan konsumsi air di kantor Cikarang pada 2025?,rag-bilingual-eval-v13-20260801,0,,1,0,1,1,,,,,,1.0,,1.0,1.0,,1.0,5,,,,,,,,0,7694.78,1.0,,,SKIPPED,0.0,0,25.28,4f53cda18c2baa0c
ID-015,ollama,qwen3-custom:latest,ID,False,Versi minimum macOS apa yang didukung untuk laptop perusahaan?,Informasi mengenai versi minimum macOS tidak tersedia dalam dokumen yang diindeks.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,context_or_answerability,evaluation_snapshot,Versi minimum macOS apa yang didukung untuk laptop perusahaan?,rag-bilingual-eval-v13-20260801,0,,1,0,1,1,,,,,,1.0,,1.0,1.0,,1.0,5,,,,,,,,0,7494.42,1.0,,,SKIPPED,0.0,0,20.59,4f53cda18c2baa0c
ID-016,ollama,qwen3-custom:latest,ID,True,Berapa banyak tanggungan yang dicakup oleh asuransi kesehatan perusahaan?,Asuransi kesehatan perusahaan mencakup karyawan dan hingga 3 orang tanggungan.,3 tanggungan | asuransi kesehatan,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,FAQ_Benefits.txt,,,1,retrieval_or_context,answer_or_source_build,evaluation_snapshot,Berapa banyak tanggungan yang dicakup oleh asuransi kesehatan perusahaan?,rag-bilingual-eval-v13-20260801,0,,1,1,0,0,0.0,0.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,8090.76,1.0,,Answerable question returned no generation contexts. Inspect failure_stage and retrieval diagnostics.,PIPELINE_FAILED,0.0,5911,5930.03,4f53cda18c2baa0c
ID-017,ollama,qwen3-custom:latest,ID,True,Apakah perusahaan memberikan manfaat pensiun bagi karyawan?,"Ya, perusahaan memberikan kontribusi ke BPJS Ketenagakerjaan untuk seluruh karyawan.",BPJS Ketenagakerjaan | pensiun,"Ya, perusahaan memberikan manfaat pensiun berupa kontribusi kepada BPJS Ketenagakerjaan untuk seluruh karyawan.",FAQ_Benefits.txt,FAQ_Benefits.txt,FAQ_Benefits.txt,0,,,evaluation_snapshot,Apakah perusahaan memberikan manfaat pensiun bagi karyawan?,rag-bilingual-eval-v13-20260801,0,,0,0,0,0,0.0,0.7826,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7604.81,0.0,,,SKIPPED,0.8044,4308,4336.63,d4ccf4601b0e7dcc
ID-018,ollama,qwen3-custom:latest,ID,True,Berapa kuota ukuran mailbox standar untuk karyawan?,Kuota mailbox standar untuk karyawan adalah 50 GB.,50 GB | kuota mailbox,Kuota ukuran mailbox standar untuk karyawan adalah 50 GB. Hal ini dijelaskan dalam dokumen FAQ_Email_Calendar.txt.,FAQ_Email_Calendar.txt,FAQ_Email_Calendar.txt,FAQ_Email_Calendar.txt,0,,,evaluation_snapshot,Berapa kuota ukuran mailbox standar untuk karyawan?,rag-bilingual-eval-v13-20260801,0,,0,0,0,0,0.0,0.6154,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,8517.88,0.0,,,SKIPPED,0.8181,10978,11002.48,7e991d0d6368726b
ID-019,ollama,qwen3-custom:latest,ID,True,Bagaimana cara membagikan kalender kepada rekan kerja?,Gunakan opsi calendar sharing dan berikan akses lihat (view access) kepada rekan kerja terkait.,calendar sharing | akses lihat,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,FAQ_Email_Calendar.txt,,,1,retrieval_or_context,answer_or_source_build,evaluation_snapshot,Bagaimana cara membagikan kalender kepada rekan kerja?,rag-bilingual-eval-v13-20260801,0,,1,1,0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,8344.71,1.0,,Answerable question returned no generation contexts. Inspect failure_stage and retrieval diagnostics.,PIPELINE_FAILED,0.0,3668,3695.89,4f53cda18c2baa0c
ID-020,ollama,qwen3-custom:latest,ID,True,Berapa biaya penggantian kartu akses karyawan yang hilang?,"Biaya penggantian kartu akses adalah IDR 50.000, diajukan di meja resepsionis.",IDR 50.000 | penggantian kartu akses,Biaya penggantian kartu akses karyawan yang hilang adalah IDR 50.000. Penggantian kartu akses dapat dilakukan dengan mengajukan permohonan di meja depan.,FAQ_Facilities.txt,FAQ_Facilities.txt,FAQ_Facilities.txt,0,,,evaluation_snapshot,Berapa biaya penggantian kartu akses karyawan yang hilang?,rag-bilingual-eval-v13-20260801,0,,0,0,0,0,0.0,0.5625,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,8597.93,0.0,,,SKIPPED,0.62,5574,5590.95,00fcbd1201ceae71
ID-021,ollama,qwen3-custom:latest,ID,True,Di mana lokasi parkir karyawan tersedia?,Parkir karyawan tersedia di Basement 2.,Basement 2 | parkir karyawan,Parkir karyawan tersedia di Basement 2.,FAQ_Facilities.txt,FAQ_Facilities.txt,FAQ_Facilities.txt,0,,,evaluation_snapshot,Di mana lokasi parkir karyawan tersedia?,rag-bilingual-eval-v13-20260801,0,,0,0,0,0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5738.24,0.0,,,SKIPPED,0.7313,2462,2485.24,00fcbd1201ceae71
ID-022,ollama,qwen3-custom:latest,ID,True,Di mana karyawan dapat menemukan slip gaji mereka?,Slip gaji tersedia di HR portal pada bagian My Documents setelah tanggal 25.,HR portal | My Documents | setelah tanggal 25,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,FAQ_HR.txt,,,1,retrieval_or_context,answer_or_source_build,evaluation_snapshot,Di mana karyawan dapat menemukan slip gaji mereka?,rag-bilingual-eval-v13-20260801,0,,1,1,0,0,0.0,0.0769,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7686.85,1.0,,Answerable question returned no generation contexts. Inspect failure_stage and retrieval diagnostics.,PIPELINE_FAILED,0.0,3660,3674.41,4f53cda18c2baa0c
ID-023,ollama,qwen3-custom:latest,ID,True,Bagaimana cara memperbarui data rekening bank di sistem HR?,Ajukan perubahan melalui HR portal; perubahan berlaku mulai siklus payroll berikutnya.,HR portal | siklus payroll berikutnya,Cara memperbarui data rekening bank di sistem HR adalah dengan mengajukan perubahan melalui portal HR; perubahan tersebut berlaku mulai dari siklus pembayaran berikutnya.,FAQ_HR.txt,FAQ_HR.txt,FAQ_HR.txt,0,,,evaluation_snapshot,Bagaimana cara memperbarui data rekening bank di sistem HR?,rag-bilingual-eval-v13-20260801,0,,0,0,0,0,0.0,0.5294,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7540.49,0.0,,,SKIPPED,0.7413,10059,10080.91,b6953374d0452fd4
ID-024,ollama,qwen3-custom:latest,ID,True,Bagaimana prosedur mengajukan permintaan laptop baru?,Ajukan permintaan melalui IT Service Desk dengan persetujuan manajer.,IT Service Desk | persetujuan manajer,"Untuk mengajukan permintaan laptop baru, pengguna harus mengajukan permintaan melalui IT Service Desk dengan persetujuan atasan.",FAQ_IT_Support.txt,FAQ_IT_Support.txt,FAQ_IT_Support.txt,0,,,evaluation_snapshot,Bagaimana prosedur mengajukan permintaan laptop baru?,rag-bilingual-eval-v13-20260801,0,,0,0,0,0,0.0,0.56,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7624.89,0.0,,,SKIPPED,0.7521,4680,4684.55,e71e7b350ab8b0df
ID-025,ollama,qwen3-custom:latest,ID,True,Apa saja yang harus dibawa karyawan baru pada hari pertama kerja?,"Karyawan baru harus membawa KTP yang masih berlaku, NPWP, dan detail rekening bank.",KTP yang masih berlaku | NPWP | detail rekening bank,"Karyawan baru harus membawa identitas yang sah, NPWP (Nomor Pokok Wajib Pajak), dan detail rekening bank pada hari pertama kerja.",FAQ_Onboarding.txt,FAQ_Onboarding.txt,FAQ_Onboarding.txt,0,,,evaluation_snapshot,Apa saja yang harus dibawa karyawan baru pada hari pertama kerja?,rag-bilingual-eval-v13-20260801,0,,0,0,0,0,0.0,0.6061,0.6667,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,8483.09,0.0,,,SKIPPED,0.7094,4704,4728.63,2936b26a16ade777
ID-026,ollama,qwen3-custom:latest,ID,True,Berapa lama masa probation karyawan baru dan kapan evaluasinya?,Masa probation berlangsung 3 bulan dengan evaluasi kinerja formal pada minggu ke-12.,3 bulan | minggu ke-12 | evaluasi,Masa probation karyawan baru berlangsung selama 3 bulan dan evaluasi dilakukan pada minggu ke-12. Evaluasi ini merupakan bagian dari proses onboarding dan dilakukan sebelum konfirmasi status karyawan.,FAQ_Onboarding.txt,SOP_Onboarding.pdf | FAQ_Onboarding.txt,SOP_Onboarding.pdf | FAQ_Onboarding.txt,0,,,evaluation_snapshot,Berapa lama masa probation karyawan baru dan kapan evaluasinya?,rag-bilingual-eval-v13-20260801,0,,0,0,0,0,0.0,0.4878,1.0,,,0.5,1.0,0.6667,0.5,1.0,0.6667,5,0.2,1.0,1.0,0.5,0.0,0.6309,2.0,1,7495.92,0.0,,,SKIPPED,0.7388,10210,10214.71,2b5813927b5f1782
ID-027,ollama,qwen3-custom:latest,ID,True,Pada tanggal berapa gaji karyawan dibayarkan setiap bulannya?,Gaji dibayarkan pada tanggal 25 setiap bulan.,tanggal 25,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,FAQ_Payroll.txt,,,1,retrieval_or_context,answer_or_source_build,evaluation_snapshot,Pada tanggal berapa gaji karyawan dibayarkan setiap bulannya?,rag-bilingual-eval-v13-20260801,0,,1,1,0,0,0.0,0.1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,8708.23,1.0,,Answerable question returned no generation contexts. Inspect failure_stage and retrieval diagnostics.,PIPELINE_FAILED,0.0,5053,5056.36,4f53cda18c2baa0c
ID-028,ollama,qwen3-custom:latest,ID,True,Kapan lembur yang telah disetujui akan dibayarkan?,Lembur yang telah disetujui dibayarkan pada siklus payroll bulan berikutnya.,lembur | payroll bulan berikutnya,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,FAQ_Payroll.txt,,,1,retrieval_or_context,answer_or_source_build,evaluation_snapshot,Kapan lembur yang telah disetujui akan dibayarkan?,rag-bilingual-eval-v13-20260801,0,,1,1,0,0,0.0,0.2609,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,8436.39,1.0,,Answerable question returned no generation contexts. Inspect failure_stage and retrieval diagnostics.,PIPELINE_FAILED,0.0,6880,6905.41,4f53cda18c2baa0c
