ID,Model,Model Name,Language,Answerable,Question,Expected Answer,Expected Keywords,Generated Answer,Expected Source,Retrieved Sources,Citations,Pipeline Failed,Failure Category,Failure Stage,Failure Reason,Generation Mode,Pipeline Error,Context Count Before Failure,Retrieval Mode,Retrieval Query,Backend Build Version,Generation Failed,Generation Error,Abstained,False Refusal,Correct Unanswerable Refusal,No Citation On Unanswerable,Normalized Exact Match,Token F1,Keyword Coverage,Faithfulness,Answer Relevance,Context Precision,Context Recall,Citation Accuracy,Citation Precision,Citation Recall,Citation F1,Retrieval Top K,Precision@K,Recall@K,Hit@K,MRR,Top-1 Accuracy,NDCG@K,First Relevant Rank,Retrieval Debug Available,Retrieval Time (ms),Retrieval No Result,Hallucination,Judge Reason,Judge Error,System Confidence,Backend Response Time (ms),Client Response Time (ms),Context Fingerprint
EN-040,ollama,qwen3-custom:latest,EN,True,What must happen before a personal device is used for work email?,The personal device must be enrolled in the mobile device management or MDM system.,enrolled | MDM | mobile device management,The personal device must be enrolled in the mobile device management (MDM) system before it is used for work email.,Policy_BYOD.docx,Policy_BYOD.docx,Policy_BYOD.docx,0,,,,native_model,,1,evaluation_snapshot,What must happen before a personal device is used for work email?,rag-bilingual-eval-v14-20260801,0,,0,0,0,0,0.0,0.7647,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5233.45,0.0,,,SKIPPED,0.8552,5860,5884.15,6134ef870aa9bb42
EN-041,ollama,qwen3-custom:latest,EN,True,How must a potential conflict of interest be disclosed?,A potential conflict of interest must be disclosed to HR in writing.,HR | in writing | conflict of interest,A potential conflict of interest must be disclosed to HR in writing.,Policy_Code_of_Conduct.docx,Policy_Code_of_Conduct.docx,Policy_Code_of_Conduct.docx,0,,,,native_model,,1,evaluation_snapshot,How must a potential conflict of interest be disclosed?,rag-bilingual-eval-v14-20260801,0,,0,0,0,0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5445.68,0.0,,,SKIPPED,0.9122,2435,2450.23,4d5f11a06d19d08a
EN-042,ollama,qwen3-custom:latest,EN,True,"How quickly must a suspected data breach be reported, and to which address?",A suspected data breach must be reported within one hour to security@nusantaradynamics.co.id.,within 1 hour | security@nusantaradynamics.co.id,A suspected data breach must be reported within 1 hour to security@nusantaradynamics.co.id.,Policy_Data_Security.docx,Policy_Data_Security.docx,Policy_Data_Security.docx,0,,,,native_model,,1,evaluation_snapshot,"How quickly must a suspected data breach be reported, and to which address?",rag-bilingual-eval-v14-20260801,0,,0,0,0,0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5342.82,0.0,,,SKIPPED,0.9115,2918,2944.08,e4ea2ff93a3a6c48
EN-043,ollama,qwen3-custom:latest,EN,True,What are the four information-classification levels?,"The four levels are Public, Internal, Confidential, and Restricted.",Public | Internal | Confidential | Restricted,"The four information-classification levels are Public, Internal, Confidential, and Restricted.",Policy_Information_Classification.docx,Policy_Information_Classification.docx,Policy_Information_Classification.docx,0,,,,native_model,,2,evaluation_snapshot,What are the four information-classification levels?,rag-bilingual-eval-v14-20260801,0,,0,0,0,0,0.0,0.9,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5581.06,0.0,,,SKIPPED,0.634,2621,2647.28,01b8dc84c060d165
EN-044,ollama,qwen3-custom:latest,EN,True,"What are the password length, complexity, and rotation requirements?","Passwords must be at least 12 characters, include uppercase and lowercase letters, a number, and a symbol, and be changed every 90 days.",12 characters | upper case | lower case | number | symbol | 90 days,"The password length must be at least 12 characters and include upper case, lower case, a number, and a symbol. There is no mention of password rotation requirements in the provided evidence.",Policy_Password.docx,Policy_Password.docx,Policy_Password.docx,0,,,,native_model,,1,evaluation_snapshot,"What are the password length, complexity, and rotation requirements?",rag-bilingual-eval-v14-20260801,0,,0,0,0,0,0.0,0.566,0.8333,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5274.25,0.0,,,SKIPPED,0.5932,4583,4588.4,f515759975f9f9d8
EN-045,ollama,qwen3-custom:latest,EN,True,Who approves a purchase valued between IDR 10 million and IDR 50 million?,A department head approves purchases valued from IDR 10 million to IDR 50 million.,department head | IDR 10-50 million,The purchase valued between IDR 10 million and IDR 50 million requires approval from the department head. This is explicitly stated in Policy_Procurement_Threshold.docx.,Policy_Procurement_Threshold.docx,SOP_Procurement.pdf | Policy_Procurement_Threshold.docx,SOP_Procurement.pdf,0,,,,native_model,,2,evaluation_snapshot,Who approves a purchase valued between IDR 10 million and IDR 50 million?,rag-bilingual-eval-v14-20260801,0,,0,0,0,0,0.0,0.5,1.0,,,0.5,1.0,0.0,0.0,0.0,0.0,5,0.2,1.0,1.0,0.5,0.0,0.6309,2.0,1,5299.63,0.0,,,SKIPPED,0.6372,4459,4463.39,c872cb463779748d
EN-046,ollama,qwen3-custom:latest,EN,False,What is the direct password-reset URL?,The indexed documents do not provide a direct password-reset URL; they only instruct employees to raise an IT Helpdesk ticket through the portal.,,The requested information was not found with sufficient evidence in the indexed documents.,,,,0,,context_or_answerability,no_strict_answerable_context,retrieval_refusal,,0,evaluation_snapshot,What is the direct password-reset URL?,rag-bilingual-eval-v14-20260801,0,,1,0,1,1,,,,,,1.0,,1.0,1.0,,1.0,5,,,,,,,,0,3928.93,1.0,,,SKIPPED,0.0,0,29.95,4f53cda18c2baa0c
EN-047,ollama,qwen3-custom:latest,EN,False,What is the full street address of the company headquarters?,The company headquarters address is not available in the indexed documents.,,The requested information was not found with sufficient evidence in the indexed documents.,,,,0,,context_or_answerability,no_strict_answerable_context,retrieval_refusal,,0,evaluation_snapshot,What is the full street address of the company headquarters?,rag-bilingual-eval-v14-20260801,0,,1,0,1,1,,,,,,1.0,,1.0,1.0,,1.0,5,,,,,,,,0,4062.64,1.0,,,SKIPPED,0.0,0,26.0,4f53cda18c2baa0c
EN-048,ollama,qwen3-custom:latest,EN,False,How often is a full disaster-recovery failover exercise conducted?,The indexed documents do not state a schedule for a full disaster-recovery failover exercise.,,The requested information was not found with sufficient evidence in the indexed documents.,,,,0,,context_or_answerability,no_strict_answerable_context,retrieval_refusal,,0,evaluation_snapshot,How often is a full disaster-recovery failover exercise conducted?,rag-bilingual-eval-v14-20260801,0,,1,0,1,1,,,,,,1.0,,1.0,1.0,,1.0,5,,,,,,,,0,4049.08,1.0,,,SKIPPED,0.0,0,25.65,4f53cda18c2baa0c
EN-049,ollama,qwen3-custom:latest,EN,False,What is the maximum permitted email attachment size?,The maximum email attachment size is not stated in the indexed documents.,,The requested information was not found with sufficient evidence in the indexed documents.,,,,0,,context_or_answerability,no_strict_answerable_context,retrieval_refusal,,0,evaluation_snapshot,What is the maximum permitted email attachment size?,rag-bilingual-eval-v14-20260801,0,,1,0,1,1,,,,,,1.0,,1.0,1.0,,1.0,5,,,,,,,,0,3887.71,1.0,,,SKIPPED,0.0,0,28.26,4f53cda18c2baa0c
EN-050,ollama,qwen3-custom:latest,EN,False,What is the maximum file-upload size in the customer portal?,The indexed documents do not specify a maximum file-upload size for the customer portal.,,The requested information was not found with sufficient evidence in the indexed documents.,,,,0,,context_or_answerability,no_strict_answerable_context,retrieval_refusal,,0,evaluation_snapshot,What is the maximum file-upload size in the customer portal?,rag-bilingual-eval-v14-20260801,0,,1,0,1,1,,,,,,1.0,,1.0,1.0,,1.0,5,,,,,,,,0,4162.07,1.0,,,SKIPPED,0.0,0,23.63,4f53cda18c2baa0c
ID-001,ollama,qwen3-custom:latest,ID,True,Bagaimana cara mereset kata sandi dan berapa lama prosesnya?,Ajukan tiket ke IT Helpdesk melalui portal. Reset diproses dalam waktu 1x24 jam.,IT Helpdesk | portal | 1x24 jam,Cara mereset kata sandi adalah dengan mengajukan tiket ke IT Helpdesk melalui portal. Proses reset kata sandi memakan waktu maksimal 24 jam.,FAQ_IT_Support.txt,FAQ_IT_Support.txt,FAQ_IT_Support.txt,0,,,,native_model,,1,evaluation_snapshot,Bagaimana cara mereset kata sandi dan berapa lama prosesnya?,rag-bilingual-eval-v14-20260801,0,,0,0,0,0,0.0,0.5143,0.6667,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7815.64,0.0,,,SKIPPED,0.796,8871,8878.37,e71e7b350ab8b0df
ID-002,ollama,qwen3-custom:latest,ID,True,Berapa tunjangan satu kali untuk perlengkapan kerja dari rumah?,Tunjangan satu kali untuk home office adalah IDR 1.500.000.,IDR 1.500.000 | tunjangan kerja dari rumah,Tunjangan satu kali untuk perlengkapan kerja dari rumah adalah IDR 1.500.000.,FAQ_Remote_Work.txt,FAQ_Remote_Work.txt,FAQ_Remote_Work.txt,0,,,,native_model,,1,evaluation_snapshot,Berapa tunjangan satu kali untuk perlengkapan kerja dari rumah?,rag-bilingual-eval-v14-20260801,0,,0,0,0,0,0.0,0.7,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7032.93,0.0,,,SKIPPED,0.7762,3898,3922.24,1e2fd9d683a6e7a8
ID-003,ollama,qwen3-custom:latest,ID,True,Berapa maksimum sisa cuti tahunan yang boleh dibawa ke tahun berikutnya?,Maksimum enam hari cuti yang tidak terpakai dapat dibawa ke tahun berikutnya.,6 hari | tahun berikutnya,Maksimum sisa cuti tahunan yang boleh dibawa ke tahun berikutnya adalah 6 hari.,Policy_Leave.docx,Policy_Leave.docx,Policy_Leave.docx,0,,,,native_model,,1,evaluation_snapshot,Berapa maksimum sisa cuti tahunan yang boleh dibawa ke tahun berikutnya?,rag-bilingual-eval-v14-20260801,0,,0,0,0,0,0.0,0.72,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7151.4,0.0,,,SKIPPED,0.5647,5533,5537.85,aa15d61d59c83843
ID-004,ollama,qwen3-custom:latest,ID,True,Pada jam berapa pekerja remote wajib tersedia selama core hours?,Pekerja remote wajib tersedia pada pukul 10.00 sampai 16.00 WIB.,10.00 | 16.00 | WIB,Pekerja remote wajib tersedia selama jam core dari pukul 10:00 hingga 16:00 WIB. Jam core tersebut berlaku untuk semua pekerja remote sesuai dengan kebijakan yang berlaku.,Policy_WFH.docx,Policy_WFH.docx,Policy_WFH.docx,0,,,,native_model,,1,evaluation_snapshot,Pada jam berapa pekerja remote wajib tersedia selama core hours?,rag-bilingual-eval-v14-20260801,0,,0,0,0,0,0.0,0.4444,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6775.83,0.0,,,SKIPPED,0.9038,6389,6416.96,7a890c38baf9592c
ID-005,ollama,qwen3-custom:latest,ID,True,Berapa pendapatan tahun 2025 dan margin laba bersih perusahaan?,Pendapatan tahun 2025 adalah IDR 158 miliar dengan margin laba bersih 14%.,IDR 158 miliar | 14% | margin laba bersih,Pendapatan tahun 2025 perusahaan adalah IDR 158 miliar. Margin laba bersih perusahaan adalah 14%.,Report_Financial_FY2025.pdf,Report_Financial_FY2025.pdf,Report_Financial_FY2025.pdf,0,,,,native_model,,1,evaluation_snapshot,Berapa pendapatan tahun 2025 dan margin laba bersih perusahaan?,rag-bilingual-eval-v14-20260801,0,,0,0,0,0,0.0,0.8462,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6162.71,0.0,,,SKIPPED,0.8741,13281,13286.04,3b5fafbea60f76b6
ID-006,ollama,qwen3-custom:latest,ID,True,Apa penyebab utama gangguan portal pelanggan pada 14 Oktober 2025?,Penyebab utamanya adalah sertifikat TLS yang kedaluwarsa pada API gateway.,sertifikat TLS kedaluwarsa | API Gateway,Penyebab utama gangguan portal pelanggan pada 14 Oktober 2025 adalah sertifikat TLS pada API gateway yang telah kedaluwarsa.,Report_Incident_Postmortem.pdf,Report_Incident_Postmortem.pdf,Report_Incident_Postmortem.pdf,0,,,,native_model,,1,evaluation_snapshot,Apa penyebab utama gangguan portal pelanggan pada 14 Oktober 2025?,rag-bilingual-eval-v14-20260801,0,,0,0,0,0,0.0,0.6429,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6961.79,0.0,,,SKIPPED,0.8365,5837,5859.91,f696eb004287d0fd
ID-007,ollama,qwen3-custom:latest,ID,True,Untuk pengeluaran sebesar berapa bukti pembayaran asli wajib disertakan?,Bukti pembayaran asli wajib disertakan untuk setiap satu pengeluaran di atas IDR 150.000.,di atas IDR 150.000 | bukti pembayaran asli,Bukti pembayaran asli wajib disertakan untuk pengeluaran sebesar IDR 150.000 atau lebih.,SOP_Expense_Reimbursement.pdf,SOP_Expense_Reimbursement.pdf,SOP_Expense_Reimbursement.pdf,0,,,,native_model,,1,evaluation_snapshot,Untuk pengeluaran sebesar berapa bukti pembayaran asli wajib disertakan?,rag-bilingual-eval-v14-20260801,0,,0,0,0,0,0.0,0.72,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6862.01,0.0,,,SKIPPED,0.8045,4389,4415.04,ed024e7a52c26e22
ID-008,ollama,qwen3-custom:latest,ID,True,Berapa lama batas waktu IT untuk mencabut seluruh akses sistem karyawan yang keluar?,IT harus mencabut seluruh akses sistem dalam waktu dua jam sejak waktu keluar karyawan.,2 jam | seluruh akses sistem,Batas waktu IT untuk mencabut seluruh akses sistem karyawan yang keluar adalah dalam waktu 2 jam setelah waktu keluarnya karyawan. Akses tersebut dicabut sebagai bagian dari proses offboarding karyawan.,SOP_Offboarding.pdf,SOP_Offboarding.pdf,SOP_Offboarding.pdf,0,,,,native_model,,1,evaluation_snapshot,Berapa lama batas waktu IT untuk mencabut seluruh akses sistem karyawan yang keluar?,rag-bilingual-eval-v14-20260801,0,,0,0,0,0,0.0,0.5581,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,8794.58,0.0,,,SKIPPED,0.8306,6915,6919.94,4ced6a62b184a52d
ID-009,ollama,qwen3-custom:latest,ID,True,Berapa nilai RTO dan RPO pada rencana pemulihan bencana?,RTO adalah empat jam dan RPO adalah satu jam.,RTO | 4 jam | RPO | 1 jam,RTO adalah 4 jam dan RPO adalah 1 jam.,TECH_Disaster_Recovery.txt,TECH_Disaster_Recovery.txt,TECH_Disaster_Recovery.txt,0,,,,native_model,,1,evaluation_snapshot,Berapa nilai RTO dan RPO pada rencana pemulihan bencana?,rag-bilingual-eval-v14-20260801,0,,0,0,0,0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7411.4,0.0,,,SKIPPED,0.895,2725,2729.82,cf982f6703d73605
ID-010,ollama,qwen3-custom:latest,ID,True,Aplikasi apa yang digunakan untuk koneksi VPN dan apakah MFA diwajibkan?,"Karyawan menggunakan klien WireGuard, dan akses VPN wajib memakai autentikasi multifaktor.",WireGuard | autentikasi multifaktor | VPN,Aplikasi yang digunakan untuk koneksi VPN adalah WireGuard. MFA diwajibkan untuk akses VPN.,TECH_VPN_Setup.txt,Policy_Password.docx | TECH_VPN_Setup.txt,Policy_Password.docx,0,,,,native_model,,2,evaluation_snapshot,Aplikasi apa yang digunakan untuk koneksi VPN dan apakah MFA diwajibkan?,rag-bilingual-eval-v14-20260801,0,,0,0,0,0,0.0,0.25,0.6667,,,0.5,1.0,0.0,0.0,0.0,0.0,5,0.2,1.0,1.0,0.5,0.0,0.6309,2.0,1,7564.38,0.0,,,SKIPPED,0.8721,4899,4920.09,b6aeee9f86472be2
ID-011,ollama,qwen3-custom:latest,ID,False,Berapa lama cuti melahirkan yang diberikan perusahaan?,Informasi mengenai durasi cuti melahirkan tidak tersedia dalam dokumen yang diindeks.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,context_or_answerability,no_strict_answerable_context,retrieval_refusal,,0,evaluation_snapshot,Berapa lama cuti melahirkan yang diberikan perusahaan?,rag-bilingual-eval-v14-20260801,0,,1,0,1,1,,,,,,1.0,,1.0,1.0,,1.0,5,,,,,,,,0,7409.05,1.0,,,SKIPPED,0.0,0,29.3,4f53cda18c2baa0c
ID-012,ollama,qwen3-custom:latest,ID,False,Apakah perusahaan memberikan subsidi makan siang di kantin?,Informasi mengenai subsidi makan siang di kantin tidak tersedia dalam dokumen yang diindeks.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,context_or_answerability,no_strict_answerable_context,retrieval_refusal,,0,evaluation_snapshot,Apakah perusahaan memberikan subsidi makan siang di kantin?,rag-bilingual-eval-v14-20260801,0,,1,0,1,1,,,,,,1.0,,1.0,1.0,,1.0,5,,,,,,,,0,8025.52,1.0,,,SKIPPED,0.0,0,19.91,4f53cda18c2baa0c
ID-013,ollama,qwen3-custom:latest,ID,False,Berapa pendapatan resmi perusahaan untuk tahun penuh 2026?,Laporan pendapatan tahun penuh 2026 tidak tersedia dalam dokumen yang diindeks.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,context_or_answerability,no_strict_answerable_context,retrieval_refusal,,0,evaluation_snapshot,Berapa pendapatan resmi perusahaan untuk tahun penuh 2026?,rag-bilingual-eval-v14-20260801,0,,1,0,1,1,,,,,,1.0,,1.0,1.0,,1.0,5,,,,,,,,0,9908.41,1.0,,,SKIPPED,0.0,0,7.99,4f53cda18c2baa0c
ID-014,ollama,qwen3-custom:latest,ID,False,Berapa persen pengurangan konsumsi air di kantor Cikarang pada 2025?,Informasi mengenai pengurangan konsumsi air di kantor Cikarang tidak tersedia; dokumen hanya menyebut konsumsi listrik.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,context_or_answerability,no_strict_answerable_context,retrieval_refusal,,0,evaluation_snapshot,Berapa persen pengurangan konsumsi air di kantor Cikarang pada 2025?,rag-bilingual-eval-v14-20260801,0,,1,0,1,1,,,,,,1.0,,1.0,1.0,,1.0,5,,,,,,,,0,8117.35,1.0,,,SKIPPED,0.0,0,7.09,4f53cda18c2baa0c
ID-015,ollama,qwen3-custom:latest,ID,False,Versi minimum macOS apa yang didukung untuk laptop perusahaan?,Informasi mengenai versi minimum macOS tidak tersedia dalam dokumen yang diindeks.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,context_or_answerability,no_strict_answerable_context,retrieval_refusal,,0,evaluation_snapshot,Versi minimum macOS apa yang didukung untuk laptop perusahaan?,rag-bilingual-eval-v14-20260801,0,,1,0,1,1,,,,,,1.0,,1.0,1.0,,1.0,5,,,,,,,,0,7814.3,1.0,,,SKIPPED,0.0,0,5.57,4f53cda18c2baa0c
ID-016,ollama,qwen3-custom:latest,ID,True,Berapa banyak tanggungan yang dicakup oleh asuransi kesehatan perusahaan?,Asuransi kesehatan perusahaan mencakup karyawan dan hingga 3 orang tanggungan.,3 tanggungan | asuransi kesehatan,Asuransi kesehatan perusahaan mencakup pekerja dan hingga 3 tanggungan. Tanggungan yang dimaksud mencakup maksimal 3 orang yang dianggap sebagai keluarga pekerja.,FAQ_Benefits.txt,FAQ_Benefits.txt,FAQ_Benefits.txt,0,,,,native_model,,1,evaluation_snapshot,Berapa banyak tanggungan yang dicakup oleh asuransi kesehatan perusahaan?,rag-bilingual-eval-v14-20260801,0,,0,0,0,0,0.0,0.5806,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7160.43,0.0,,,SKIPPED,0.7845,5818,5822.95,d4ccf4601b0e7dcc
ID-017,ollama,qwen3-custom:latest,ID,True,Apakah perusahaan memberikan manfaat pensiun bagi karyawan?,"Ya, perusahaan memberikan kontribusi ke BPJS Ketenagakerjaan untuk seluruh karyawan.",BPJS Ketenagakerjaan | pensiun,"Ya, perusahaan memberikan manfaat pensiun berupa kontribusi kepada BPJS Ketenagakerjaan untuk seluruh karyawan.",FAQ_Benefits.txt,FAQ_Benefits.txt,FAQ_Benefits.txt,0,,,,native_model,,1,evaluation_snapshot,Apakah perusahaan memberikan manfaat pensiun bagi karyawan?,rag-bilingual-eval-v14-20260801,0,,0,0,0,0,0.0,0.7826,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6912.32,0.0,,,SKIPPED,0.8044,4251,4278.14,d4ccf4601b0e7dcc
ID-018,ollama,qwen3-custom:latest,ID,True,Berapa kuota ukuran mailbox standar untuk karyawan?,Kuota mailbox standar untuk karyawan adalah 50 GB.,50 GB | kuota mailbox,Kuota ukuran mailbox standar untuk karyawan adalah 50 GB. Hal ini dijelaskan dalam dokumen FAQ_Email_Calendar.txt.,FAQ_Email_Calendar.txt,FAQ_Email_Calendar.txt,FAQ_Email_Calendar.txt,0,,,,native_model,,1,evaluation_snapshot,Berapa kuota ukuran mailbox standar untuk karyawan?,rag-bilingual-eval-v14-20260801,0,,0,0,0,0,0.0,0.6154,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7657.46,0.0,,,SKIPPED,0.8181,11283,11287.37,7e991d0d6368726b
ID-019,ollama,qwen3-custom:latest,ID,True,Bagaimana cara membagikan kalender kepada rekan kerja?,Gunakan opsi calendar sharing dan berikan akses lihat (view access) kepada rekan kerja terkait.,calendar sharing | akses lihat,Gunakan opsi berbagi kalender dan beri akses tampilan kepada rekan kerja yang relevan.,FAQ_Email_Calendar.txt,FAQ_Email_Calendar.txt,FAQ_Email_Calendar.txt,0,,,,native_model,,1,evaluation_snapshot,Bagaimana cara membagikan kalender kepada rekan kerja?,rag-bilingual-eval-v14-20260801,0,,0,0,0,0,0.0,0.5185,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7255.17,0.0,,,SKIPPED,0.7562,4299,4326.19,7e991d0d6368726b
ID-020,ollama,qwen3-custom:latest,ID,True,Berapa biaya penggantian kartu akses karyawan yang hilang?,"Biaya penggantian kartu akses adalah IDR 50.000, diajukan di meja resepsionis.",IDR 50.000 | penggantian kartu akses,Biaya penggantian kartu akses karyawan yang hilang adalah IDR 50.000. Penggantian kartu akses dapat dilakukan dengan mengajukan permohonan di meja depan.,FAQ_Facilities.txt,FAQ_Facilities.txt,FAQ_Facilities.txt,0,,,,native_model,,1,evaluation_snapshot,Berapa biaya penggantian kartu akses karyawan yang hilang?,rag-bilingual-eval-v14-20260801,0,,0,0,0,0,0.0,0.5625,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7493.42,0.0,,,SKIPPED,0.7833,5889,5914.39,00fcbd1201ceae71
ID-021,ollama,qwen3-custom:latest,ID,True,Di mana lokasi parkir karyawan tersedia?,Parkir karyawan tersedia di Basement 2.,Basement 2 | parkir karyawan,Parkir karyawan tersedia di Basement 2.,FAQ_Facilities.txt,FAQ_Facilities.txt,FAQ_Facilities.txt,0,,,,native_model,,1,evaluation_snapshot,Di mana lokasi parkir karyawan tersedia?,rag-bilingual-eval-v14-20260801,0,,0,0,0,0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5530.33,0.0,,,SKIPPED,0.7313,2587,2605.47,00fcbd1201ceae71
ID-022,ollama,qwen3-custom:latest,ID,True,Di mana karyawan dapat menemukan slip gaji mereka?,Slip gaji tersedia di HR portal pada bagian My Documents setelah tanggal 25.,HR portal | My Documents | setelah tanggal 25,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,FAQ_HR.txt,FAQ_HR.txt,,1,answer_postprocessing,citation_validation_failed,generated_answer_has_no_valid_supporting_citation,citation_validation_failed,Backend did not return native model output. Inspect generation_mode and failure_stage.,1,evaluation_snapshot,Di mana karyawan dapat menemukan slip gaji mereka?,rag-bilingual-eval-v14-20260801,0,,1,1,0,0,0.0,0.0769,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6672.14,0.0,,Backend did not return native model output. Inspect generation_mode and failure_stage.,PIPELINE_FAILED,0.0,3505,3531.71,b6953374d0452fd4
ID-023,ollama,qwen3-custom:latest,ID,True,Bagaimana cara memperbarui data rekening bank di sistem HR?,Ajukan perubahan melalui HR portal; perubahan berlaku mulai siklus payroll berikutnya.,HR portal | siklus payroll berikutnya,Cara memperbarui data rekening bank di sistem HR adalah dengan mengajukan perubahan melalui portal HR; perubahan tersebut berlaku mulai dari siklus pembayaran berikutnya.,FAQ_HR.txt,FAQ_HR.txt,FAQ_HR.txt,0,,,,native_model,,1,evaluation_snapshot,Bagaimana cara memperbarui data rekening bank di sistem HR?,rag-bilingual-eval-v14-20260801,0,,0,0,0,0,0.0,0.5294,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6755.73,0.0,,,SKIPPED,0.7413,9254,9258.11,b6953374d0452fd4
ID-024,ollama,qwen3-custom:latest,ID,True,Bagaimana prosedur mengajukan permintaan laptop baru?,Ajukan permintaan melalui IT Service Desk dengan persetujuan manajer.,IT Service Desk | persetujuan manajer,"Untuk mengajukan permintaan laptop baru, pengguna harus mengajukan permintaan melalui IT Service Desk dengan persetujuan atasan.",FAQ_IT_Support.txt,FAQ_IT_Support.txt,FAQ_IT_Support.txt,0,,,,native_model,,1,evaluation_snapshot,Bagaimana prosedur mengajukan permintaan laptop baru?,rag-bilingual-eval-v14-20260801,0,,0,0,0,0,0.0,0.56,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6885.36,0.0,,,SKIPPED,0.7521,4613,4632.83,e71e7b350ab8b0df
ID-025,ollama,qwen3-custom:latest,ID,True,Apa saja yang harus dibawa karyawan baru pada hari pertama kerja?,"Karyawan baru harus membawa KTP yang masih berlaku, NPWP, dan detail rekening bank.",KTP yang masih berlaku | NPWP | detail rekening bank,"Karyawan baru harus membawa identitas yang sah, NPWP (Nomor Pokok Wajib Pajak), dan detail rekening bank pada hari pertama kerja.",FAQ_Onboarding.txt,FAQ_Onboarding.txt,FAQ_Onboarding.txt,0,,,,native_model,,1,evaluation_snapshot,Apa saja yang harus dibawa karyawan baru pada hari pertama kerja?,rag-bilingual-eval-v14-20260801,0,,0,0,0,0,0.0,0.6061,0.6667,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7807.92,0.0,,,SKIPPED,0.7094,4896,4901.18,2936b26a16ade777
