ID,Model,Model Name,Language,Answerable,Question,Expected Answer,Expected Keywords,Generated Answer,Expected Source,Retrieved Sources,Citations,Pipeline Failed,Failure Category,Failure Stage,Failure Reason,Rejected Native Answer,Citation Validation,Grounding Validation,Grounding Repaired,Generation Mode,Pipeline Error,Context Count Before Failure,Retrieval Mode,Retrieval Query,Backend Build Version,Generation Failed,Generation Error,Abstained,False Refusal,Correct Unanswerable Refusal,No Citation On Unanswerable,Normalized Exact Match,Token F1,Keyword Coverage,Question Keyword Coverage,Question+Answer Keyword Coverage,Faithfulness,Answer Relevance,Context Precision,Context Recall,Citation Accuracy,Citation Precision,Citation Recall,Citation F1,Retrieval Top K,Precision@K,Recall@K,Hit@K,MRR,Top-1 Accuracy,NDCG@K,First Relevant Rank,Retrieval Debug Available,Retrieval Time (ms),Retrieval No Result,Hallucination,Judge Reason,Judge Error,Judge Model,System Confidence,Backend Response Time (ms),Client Response Time (ms),Estimated Sequential E2E (ms),Context Fingerprint
EN-034,ollama,qwen3-custom:eval-20260803,EN,True,Where and when can employees find their payslips?,Payslips are available after the 25th in the HR portal under My Documents.,HR portal | My Documents | after the 25th,"Employees can find their payslips in the HR portal under My Documents after the 25th. The exact date is not specified, but access is available following the 25th of the month.",FAQ_HR.txt,FAQ_HR.txt,FAQ_HR.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,Where and when can employees find their payslips?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.5455,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5516.7,0.0,0,Answer matches context exactly without adding unsupported details.,,qwen3:8b,0.7784,5362,5386.93,10903.63,70dbdb26de7bd0f2
EN-035,ollama,qwen3-custom:eval-20260803,EN,True,What documents or details should a new employee bring on the first day?,"A new employee should bring a valid ID, a tax ID or NPWP, and bank account details.",valid ID | NPWP | bank account details,"A new employee should bring a valid ID, their tax ID (NPWP), and bank account details on the first day. These documents are explicitly required as per the evidence.",FAQ_Onboarding.txt,FAQ_Onboarding.txt,FAQ_Onboarding.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What documents or details should a new employee bring on the first day?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.6522,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6205.59,0.0,0,Answer matches context exactly with required documents listed.,,qwen3:8b,0.733,5290,5323.47,11529.06,c6371f75ee7cd742
EN-036,ollama,qwen3-custom:eval-20260803,EN,True,When is salary paid if the 25th falls on a holiday?,Salary is paid on the prior working day when the 25th is a holiday.,prior working day | 25th | holiday,"If the 25th falls on a holiday, salary is paid on the prior working day.",FAQ_Payroll.txt,FAQ_Payroll.txt,FAQ_Payroll.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,When is salary paid if the 25th falls on a holiday?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.8276,1.0,0.6667,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6623.62,0.0,0,Answer directly matches context statement about holiday payment schedules.,,qwen3:8b,0.8269,3143,3167.82,9791.44,3c2942574fc51dd5
EN-037,ollama,qwen3-custom:eval-20260803,EN,True,What should an employee do after receiving a suspicious email?,The employee should not click any links and should report the email using the Report Phishing button.,not click any links | Report Phishing button,Do not click links; report it using the Report Phishing button.,FAQ_Security_Awareness.txt,FAQ_Security_Awareness.txt,FAQ_Security_Awareness.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What should an employee do after receiving a suspicious email?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.6429,0.5,0.0,0.5,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6404.61,0.0,0,The answer exactly matches the retrieved context.,,qwen3:8b,0.8219,2845,2851.96,9256.57,876a9827e5506b58
EN-038,ollama,qwen3-custom:eval-20260803,EN,True,Who approves an employee request for access to a software tool?,The system owner approves the software access request submitted through the IT Service Desk.,system owner | IT Service Desk | approves,The system owner approves an employee request for access to a software tool. The request must be submitted via the IT Service Desk.,FAQ_Software_Access.txt,FAQ_Software_Access.txt,FAQ_Software_Access.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,Who approves an employee request for access to a software tool?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.7027,1.0,0.3333,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6295.98,0.0,0,Answer matches context exactly: system owner approves via IT Service Desk.,,qwen3:8b,0.6882,3896,3920.49,10216.47,9b3e99c47bcf0dfc
EN-039,ollama,qwen3-custom:eval-20260803,EN,True,Through which channels can an employee confidentially report harassment?,Harassment can be reported confidentially to HR or through the whistleblower channel.,HR | whistleblower channel | confidentially,Employees can confidentially report harassment by raising complaints to HR or via the whistleblower channel.,Policy_Anti_Harassment.docx,Policy_Anti_Harassment.docx,Policy_Anti_Harassment.docx,0,,,,,{},{},0,native_model,,2,evaluation_snapshot,Through which channels can an employee confidentially report harassment?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.6667,1.0,0.6667,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5995.35,0.0,0,Answer exactly matches retrieved context about HR and whistleblower channel for confidential reporting.,,qwen3:8b,0.6735,2935,2961.19,8956.54,9855f919a006ec1d
EN-040,ollama,qwen3-custom:eval-20260803,EN,True,What must happen before a personal device is used for work email?,The personal device must be enrolled in the mobile device management or MDM system.,enrolled | MDM | mobile device management,The personal device must be enrolled in the mobile device management (MDM) system before it is used for work email.,Policy_BYOD.docx,Policy_BYOD.docx,Policy_BYOD.docx,0,,,,,{},{},0,native_model,,2,evaluation_snapshot,What must happen before a personal device is used for work email?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.7647,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5676.07,0.0,0,Answer exactly matches retrieved context about MDM enrollment requirement for work email devices.,,qwen3:8b,0.8552,3474,3483.07,9159.14,4bdb0c022b7ced0d
EN-041,ollama,qwen3-custom:eval-20260803,EN,True,How must a potential conflict of interest be disclosed?,A potential conflict of interest must be disclosed to HR in writing.,HR | in writing | conflict of interest,A potential conflict of interest must be disclosed to HR in writing.,Policy_Code_of_Conduct.docx,Policy_Code_of_Conduct.docx,Policy_Code_of_Conduct.docx,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,How must a potential conflict of interest be disclosed?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,1.0,1.0,1.0,0.3333,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5735.08,0.0,0,"Answer matches retrieved context exactly, directly addresses the question with no invented information.",,qwen3:8b,0.9122,2143,2166.51,7901.59,4d5f11a06d19d08a
EN-042,ollama,qwen3-custom:eval-20260803,EN,True,"How quickly must a suspected data breach be reported, and to which address?",A suspected data breach must be reported within one hour to security@nusantaradynamics.co.id.,within 1 hour | security@nusantaradynamics.co.id,A suspected data breach must be reported within 1 hour to security@nusantaradynamics.co.id.,Policy_Data_Security.docx,Policy_Data_Security.docx,Policy_Data_Security.docx,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,"How quickly must a suspected data breach be reported, and to which address?",rag-bilingual-eval-v19-20260802,0,,0,0,0,0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5235.57,0.0,0,Answer exactly matches retrieved context's specified reporting time and email address.,,qwen3:8b,0.9115,3184,3190.08,8425.65,e4ea2ff93a3a6c48
EN-043,ollama,qwen3-custom:eval-20260803,EN,True,What are the four information-classification levels?,"The four levels are Public, Internal, Confidential, and Restricted.",Public | Internal | Confidential | Restricted,"The four information-classification levels are Public, Internal, Confidential, and Restricted.",Policy_Information_Classification.docx,Policy_Information_Classification.docx,Policy_Information_Classification.docx,0,,,,,{},{},0,native_model,,2,evaluation_snapshot,What are the four information-classification levels?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.9,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5449.82,0.0,0,Answer exactly matches retrieved context and expected response with no added or fabricated information.,,qwen3:8b,0.634,2963,2987.16,8436.98,01b8dc84c060d165
EN-044,ollama,qwen3-custom:eval-20260803,EN,True,"What are the password length, complexity, and rotation requirements?","Passwords must be at least 12 characters, include uppercase and lowercase letters, a number, and a symbol, and be changed every 90 days.",12 characters | upper case | lower case | number | symbol | 90 days,"Password length must be at least 12 characters and include upper case, lower case, a number, and a symbol. Passwords must be changed every 90 days, and the last 5 passwords cannot be reused.",Policy_Password.docx,Policy_Password.docx,Policy_Password.docx,0,,,,,{},{},0,native_model,,2,evaluation_snapshot,"What are the password length, complexity, and rotation requirements?",rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.8,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5358.71,0.0,0,Answer matches context and expected response exactly with no unsupported claims.,,qwen3:8b,0.5932,6056,6085.44,11444.15,76b012b3543ed8e1
EN-045,ollama,qwen3-custom:eval-20260803,EN,True,Who approves a purchase valued between IDR 10 million and IDR 50 million?,A department head approves purchases valued from IDR 10 million to IDR 50 million.,department head | IDR 10-50 million,The purchase valued between IDR 10 million and IDR 50 million requires approval from the department head.,Policy_Procurement_Threshold.docx,SOP_Procurement.pdf | Policy_Procurement_Threshold.docx,Policy_Procurement_Threshold.docx,0,,,,,{},{},0,native_model,,2,evaluation_snapshot,Who approves a purchase valued between IDR 10 million and IDR 50 million?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.6452,1.0,0.5,1.0,5.0,5.0,0.5,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,0.5,0.0,0.6309,2.0,1,5723.35,0.0,0,Answer matches Context 2's explicit statement about department head approval for IDR 10-50 million purchases.,,qwen3:8b,0.6372,3590,3619.22,9342.57,c872cb463779748d
EN-046,ollama,qwen3-custom:eval-20260803,EN,False,What is the direct password-reset URL?,The indexed documents do not provide a direct password-reset URL; they only instruct employees to raise an IT Helpdesk ticket through the portal.,,The requested information was not found with sufficient evidence in the indexed documents.,,,,0,,context_or_answerability,no_strict_answerable_context,,{},{},0,retrieval_refusal,,0,evaluation_snapshot,What is the direct password-reset URL?,rag-bilingual-eval-v19-20260802,0,,1,0,1,1,,,,,,5.0,5.0,1.0,,1.0,1.0,,1.0,5,,,,,,,,1,1674.01,1.0,0,Correct refusal with no invented facts matches expected behavior for unanswerable query,,qwen3:8b,0.0,1,26.52,1700.53,4f53cda18c2baa0c
EN-047,ollama,qwen3-custom:eval-20260803,EN,False,What is the full street address of the company headquarters?,The company headquarters address is not available in the indexed documents.,,The requested information was not found with sufficient evidence in the indexed documents.,,,,0,,context_or_answerability,no_strict_answerable_context,,{},{},0,retrieval_refusal,,0,evaluation_snapshot,What is the full street address of the company headquarters?,rag-bilingual-eval-v19-20260802,0,,1,0,1,1,,,,,,5.0,5.0,1.0,,1.0,1.0,,1.0,5,,,,,,,,1,2218.8,1.0,0,Empty context confirms unanswerable status; refusal aligns with expected behavior without invented facts.,,qwen3:8b,0.0,0,27.68,2246.48,4f53cda18c2baa0c
EN-048,ollama,qwen3-custom:eval-20260803,EN,False,How often is a full disaster-recovery failover exercise conducted?,The indexed documents do not state a schedule for a full disaster-recovery failover exercise.,,The requested information was not found with sufficient evidence in the indexed documents.,,,,0,,context_or_answerability,no_strict_answerable_context,,{},{},0,retrieval_refusal,,0,evaluation_snapshot,How often is a full disaster-recovery failover exercise conducted?,rag-bilingual-eval-v19-20260802,0,,1,0,1,1,,,,,,5.0,5.0,1.0,,1.0,1.0,,1.0,5,,,,,,,,1,2000.94,1.0,0,Empty context and correct refusal without invented facts.,,qwen3:8b,0.0,0,26.9,2027.84,4f53cda18c2baa0c
EN-049,ollama,qwen3-custom:eval-20260803,EN,False,What is the maximum permitted email attachment size?,The maximum email attachment size is not stated in the indexed documents.,,The requested information was not found with sufficient evidence in the indexed documents.,,,,0,,context_or_answerability,no_strict_answerable_context,,{},{},0,retrieval_refusal,,0,evaluation_snapshot,What is the maximum permitted email attachment size?,rag-bilingual-eval-v19-20260802,0,,1,0,1,1,,,,,,5.0,1.0,1.0,,1.0,1.0,,1.0,5,,,,,,,,1,1809.44,1.0,0,System correctly refuses without inventing facts when documents contain no relevant information.,,qwen3:8b,0.0,0,21.78,1831.22,4f53cda18c2baa0c
EN-050,ollama,qwen3-custom:eval-20260803,EN,False,What is the maximum file-upload size in the customer portal?,The indexed documents do not specify a maximum file-upload size for the customer portal.,,The requested information was not found with sufficient evidence in the indexed documents.,,,,0,,context_or_answerability,no_strict_answerable_context,,{},{},0,retrieval_refusal,,0,evaluation_snapshot,What is the maximum file-upload size in the customer portal?,rag-bilingual-eval-v19-20260802,0,,1,0,1,1,,,,,,5.0,5.0,1.0,,1.0,1.0,,1.0,5,,,,,,,,1,2055.99,1.0,0,Indexed documents lack specific info on file-upload size limits.,,qwen3:8b,0.0,0,27.33,2083.32,4f53cda18c2baa0c
ID-001,ollama,qwen3-custom:eval-20260803,ID,True,Bagaimana cara mereset kata sandi dan berapa lama prosesnya?,Ajukan tiket ke IT Helpdesk melalui portal. Reset diproses dalam waktu 1x24 jam.,IT Helpdesk | portal | 1x24 jam,Cara mereset kata sandi adalah dengan mengajukan tiket ke IT Helpdesk melalui portal. Proses reset kata sandi memakan waktu maksimal 1 hari kerja.,FAQ_IT_Support.txt,FAQ_IT_Support.txt,FAQ_IT_Support.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,Bagaimana cara mereset kata sandi dan berapa lama prosesnya?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.4444,0.6667,0.0,0.6667,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7024.7,0.0,0,Answer matches context details on ticket submission and 24-hour processing time.,,qwen3:8b,0.796,5695,5718.09,12742.79,e71e7b350ab8b0df
ID-002,ollama,qwen3-custom:eval-20260803,ID,True,Berapa tunjangan satu kali untuk perlengkapan kerja dari rumah?,Tunjangan satu kali untuk home office adalah IDR 1.500.000.,IDR 1.500.000 | tunjangan satu kali | home office,Tunjangan satu kali untuk perlengkapan kerja dari rumah adalah IDR 1.500.000. Jumlah tersebut merupakan alokasi satu kali yang diberikan oleh perusahaan.,FAQ_Remote_Work.txt,FAQ_Remote_Work.txt,FAQ_Remote_Work.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,Berapa tunjangan satu kali untuk perlengkapan kerja dari rumah?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.4667,0.6667,0.3333,0.6667,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7458.79,0.0,0,Answer matches context's explicit IDR 1.500.000 allowance for home office equipment.,,qwen3:8b,0.7762,5961,5969.12,13427.91,1e2fd9d683a6e7a8
ID-003,ollama,qwen3-custom:eval-20260803,ID,True,Berapa maksimum sisa cuti tahunan yang boleh dibawa ke tahun berikutnya?,Maksimum enam hari cuti yang tidak terpakai dapat dibawa ke tahun berikutnya.,6 hari | tahun berikutnya,Maksimum sisa cuti tahunan yang boleh dibawa ke tahun berikutnya adalah 6 hari.,Policy_Leave.docx,Policy_Leave.docx,Policy_Leave.docx,0,,,,,{},{},0,native_model,,2,evaluation_snapshot,Berapa maksimum sisa cuti tahunan yang boleh dibawa ke tahun berikutnya?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.72,1.0,0.5,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6997.68,0.0,0,The answer directly matches the retrieved context stating 6 days can be carried over.,,qwen3:8b,0.5647,3964,3994.54,10992.22,02e341e1f0c25782
ID-004,ollama,qwen3-custom:eval-20260803,ID,True,Pada jam berapa pekerja remote wajib tersedia selama core hours?,Pekerja remote wajib tersedia pada pukul 10.00 sampai 16.00 WIB.,10.00 | 16.00 | WIB,Pekerja remote wajib tersedia selama jam core hours dari pukul 10:00 hingga 16:00 WIB. Jam tersebut berlaku untuk semua pekerja remote sesuai dengan kebijakan yang berlaku.,Policy_WFH.docx,Policy_WFH.docx,Policy_WFH.docx,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,Pada jam berapa pekerja remote wajib tersedia selama core hours?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.4444,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7745.61,0.0,0,Answer accurately reflects the core hours specified in the context.,,qwen3:8b,0.9038,6744,6750.07,14495.68,7a890c38baf9592c
ID-005,ollama,qwen3-custom:eval-20260803,ID,True,Berapa pendapatan tahun 2025 dan margin laba bersih perusahaan?,Pendapatan tahun 2025 adalah IDR 158 miliar dengan margin laba bersih 14%.,IDR 158 miliar | 14% | margin laba bersih,Pendapatan tahun 2025 perusahaan adalah IDR 158 miliar. Margin laba bersih perusahaan adalah 14%.,Report_Financial_FY2025.pdf,Report_Financial_FY2025.pdf,Report_Financial_FY2025.pdf,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,Berapa pendapatan tahun 2025 dan margin laba bersih perusahaan?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.8462,1.0,0.3333,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6293.97,0.0,0,Answer exactly matches retrieved context's revenue and margin figures for 2025.,,qwen3:8b,0.8741,4761,4788.51,11082.48,3b5fafbea60f76b6
ID-006,ollama,qwen3-custom:eval-20260803,ID,True,Apa penyebab utama gangguan portal pelanggan pada 14 Oktober 2025?,Penyebab utamanya adalah sertifikat TLS yang kedaluwarsa pada API gateway.,sertifikat TLS kedaluwarsa | API Gateway,Penyebab utama gangguan portal pelanggan pada 14 Oktober 2025 adalah sertifikat TLS yang telah kedaluwarsa pada gateway API.,Report_Incident_Postmortem.pdf,Report_Incident_Postmortem.pdf,Report_Incident_Postmortem.pdf,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,Apa penyebab utama gangguan portal pelanggan pada 14 Oktober 2025?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.6429,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6731.8,0.0,0,The answer directly matches the context's root cause of expired TLS certificate on the API gateway.,,qwen3:8b,0.8365,5189,5200.1,11931.9,f696eb004287d0fd
ID-007,ollama,qwen3-custom:eval-20260803,ID,True,Untuk pengeluaran sebesar berapa bukti pembayaran asli wajib disertakan?,Bukti pembayaran asli wajib disertakan untuk setiap satu pengeluaran di atas IDR 150.000.,di atas IDR 150.000 | bukti pembayaran asli,Bukti pembayaran asli wajib disertakan untuk setiap pengeluaran yang melebihi IDR 150.000.,SOP_Expense_Reimbursement.pdf,SOP_Expense_Reimbursement.pdf,SOP_Expense_Reimbursement.pdf,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,Untuk pengeluaran sebesar berapa bukti pembayaran asli wajib disertakan?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.8,0.5,0.5,0.5,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7250.58,0.0,0,"Context explicitly states original receipts required for expenses above IDR 150,000.",,qwen3:8b,0.8045,4897,4915.82,12166.4,ed024e7a52c26e22
ID-008,ollama,qwen3-custom:eval-20260803,ID,True,Berapa lama batas waktu IT untuk mencabut seluruh akses sistem karyawan yang keluar?,IT harus mencabut seluruh akses sistem dalam waktu dua jam sejak waktu keluar karyawan.,2 jam | seluruh akses sistem,Batas waktu IT untuk mencabut seluruh akses sistem karyawan yang keluar adalah dalam 2 jam setelah waktu keluarnya karyawan. Akses sistem akan dicabut oleh IT dalam jangka waktu tersebut.,SOP_Offboarding.pdf,SOP_Offboarding.pdf,SOP_Offboarding.pdf,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,Berapa lama batas waktu IT untuk mencabut seluruh akses sistem karyawan yang keluar?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.5581,1.0,0.5,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,9072.96,0.0,0,Answer aligns with context's 2-hour access revocation requirement.,,qwen3:8b,0.8306,6372,6382.0,15454.96,4ced6a62b184a52d
ID-009,ollama,qwen3-custom:eval-20260803,ID,True,Berapa nilai RTO dan RPO pada rencana pemulihan bencana?,RTO adalah empat jam dan RPO adalah satu jam.,RTO | 4 jam | RPO | 1 jam,Nilai RTO adalah 4 jam dan RPO adalah 1 jam.,TECH_Disaster_Recovery.txt,TECH_Disaster_Recovery.txt,TECH_Disaster_Recovery.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,Berapa nilai RTO dan RPO pada rencana pemulihan bencana?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.9474,1.0,0.5,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,8266.22,0.0,0,Answer matches context exactly with correct RTO and RPO values.,,qwen3:8b,0.895,2846,2867.14,11133.36,cf982f6703d73605
ID-010,ollama,qwen3-custom:eval-20260803,ID,True,Aplikasi apa yang digunakan untuk koneksi VPN dan apakah MFA diwajibkan?,"Karyawan menggunakan klien WireGuard, dan akses VPN wajib memakai autentikasi multifaktor.",WireGuard | autentikasi multifaktor | VPN,Aplikasi yang digunakan untuk koneksi VPN adalah WireGuard. MFA diwajibkan untuk akses VPN.,TECH_VPN_Setup.txt,TECH_VPN_Setup.txt | Policy_Password.docx,TECH_VPN_Setup.txt,0,,,,,{},{},0,native_model,,2,evaluation_snapshot,Aplikasi apa yang digunakan untuk koneksi VPN dan apakah MFA diwajibkan?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.25,0.6667,0.3333,0.6667,5.0,5.0,0.5,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7438.72,0.0,0,Answer matches context facts about WireGuard and MFA requirements.,,qwen3:8b,0.8617,4151,4159.9,11598.62,1e9b3e83274abf9b
ID-011,ollama,qwen3-custom:eval-20260803,ID,False,Berapa lama cuti melahirkan yang diberikan perusahaan?,Informasi mengenai durasi cuti melahirkan tidak tersedia dalam dokumen yang diindeks.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,context_or_answerability,no_strict_answerable_context,,{},{},0,retrieval_refusal,,0,evaluation_snapshot,Berapa lama cuti melahirkan yang diberikan perusahaan?,rag-bilingual-eval-v19-20260802,0,,1,0,1,1,,,,,,5.0,5.0,1.0,,1.0,1.0,,1.0,5,,,,,,,,1,9577.15,1.0,0,Empty context and correct refusal without invented facts.,,qwen3:8b,0.0,0,22.86,9600.01,4f53cda18c2baa0c
ID-012,ollama,qwen3-custom:eval-20260803,ID,False,Apakah perusahaan memberikan subsidi makan siang di kantin?,Informasi mengenai subsidi makan siang di kantin tidak tersedia dalam dokumen yang diindeks.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,context_or_answerability,no_strict_answerable_context,,{},{},0,retrieval_refusal,,0,evaluation_snapshot,Apakah perusahaan memberikan subsidi makan siang di kantin?,rag-bilingual-eval-v19-20260802,0,,1,0,1,1,,,,,,5.0,5.0,1.0,,1.0,1.0,,1.0,5,,,,,,,,1,10968.75,1.0,0,Empty context confirms unanswerable status with proper refusal,,qwen3:8b,0.0,0,24.34,10993.09,4f53cda18c2baa0c
ID-013,ollama,qwen3-custom:eval-20260803,ID,False,Berapa pendapatan resmi perusahaan untuk tahun penuh 2026?,Laporan pendapatan tahun penuh 2026 tidak tersedia dalam dokumen yang diindeks.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,context_or_answerability,no_strict_answerable_context,,{},{},0,retrieval_refusal,,0,evaluation_snapshot,Berapa pendapatan resmi perusahaan untuk tahun penuh 2026?,rag-bilingual-eval-v19-20260802,0,,1,0,1,1,,,,,,5.0,5.0,1.0,,1.0,1.0,,1.0,5,,,,,,,,1,17415.85,1.0,0,Answer correctly refuses without inventing facts,,qwen3:8b,0.0,0,24.34,17440.19,4f53cda18c2baa0c
ID-014,ollama,qwen3-custom:eval-20260803,ID,False,Berapa persen pengurangan konsumsi air di kantor Cikarang pada 2025?,Informasi mengenai pengurangan konsumsi air di kantor Cikarang tidak tersedia; dokumen hanya menyebut konsumsi listrik.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,context_or_answerability,no_strict_answerable_context,,{},{},0,retrieval_refusal,,0,evaluation_snapshot,Berapa persen pengurangan konsumsi air di kantor Cikarang pada 2025?,rag-bilingual-eval-v19-20260802,0,,1,0,1,1,,,,,,5.0,5.0,1.0,,1.0,1.0,,1.0,5,,,,,,,,1,11687.73,1.0,0,"System correctly refuses without inventing facts, aligning with expected behavior for unanswerable questions.",,qwen3:8b,0.0,0,30.02,11717.75,4f53cda18c2baa0c
ID-015,ollama,qwen3-custom:eval-20260803,ID,False,Versi minimum macOS apa yang didukung untuk laptop perusahaan?,Informasi mengenai versi minimum macOS tidak tersedia dalam dokumen yang diindeks.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,context_or_answerability,no_strict_answerable_context,,{},{},0,retrieval_refusal,,0,evaluation_snapshot,Versi minimum macOS apa yang didukung untuk laptop perusahaan?,rag-bilingual-eval-v19-20260802,0,,1,0,1,1,,,,,,5.0,5.0,1.0,,1.0,1.0,,1.0,5,,,,,,,,1,9925.4,1.0,0,Answer correctly refuses without inventing facts due to empty context.,,qwen3:8b,0.0,0,24.29,9949.69,4f53cda18c2baa0c
