ID,Model,Model Name,Language,Answerable,Question,Expected Answer,Expected Keywords,Generated Answer,Expected Source,Retrieved Sources,Citations,Generation Failed,Generation Error,Abstained,False Refusal,Correct Unanswerable Refusal,No Citation On Unanswerable,Normalized Exact Match,Token F1,Keyword Coverage,Faithfulness,Answer Relevance,Context Precision,Context Recall,Citation Accuracy,Retrieval Top K,Precision@K,Recall@K,Hit@K,MRR,First Relevant Rank,Retrieval Debug Available,Retrieval Time (ms),Retrieval No Result,Hallucination,Judge Reason,Judge Error,System Confidence,Backend Response Time (ms),Client Response Time (ms),Context Fingerprint
ID-003,ollama,qwen3-custom:latest,ID,True,Berapa maksimum sisa cuti tahunan yang boleh dibawa ke tahun berikutnya?,Maksimum enam hari cuti yang tidak terpakai dapat dibawa ke tahun berikutnya.,6 hari | tahun berikutnya,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,Policy_Leave.docx,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.16,0.5,,,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1,7835.85,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,13627,15686.83,4f53cda18c2baa0c
ID-004,ollama,qwen3-custom:latest,ID,True,Pada jam berapa pekerja remote wajib tersedia selama core hours?,Pekerja remote wajib tersedia pada pukul 10.00 sampai 16.00 WIB.,10.00 | 16.00 | WIB,Pekerja remote wajib tersedia selama jam core hours dari pukul 10:00 hingga 16:00 WIB.,Policy_WFH.docx,Policy_WFH.docx,Policy_WFH.docx,0,,0,0,0,0,0.0,0.6667,1.0,,,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1,5202.3,0.0,,,SKIPPED,0.8037,10988,13058.92,7a890c38baf9592c
ID-005,ollama,qwen3-custom:latest,ID,True,Berapa pendapatan tahun 2025 dan margin laba bersih perusahaan?,Pendapatan tahun 2025 adalah IDR 158 miliar dengan margin laba bersih 14%.,IDR 158 miliar | 14% | margin laba bersih,Pendapatan tahun 2025 perusahaan adalah IDR 158 miliar. Margin laba bersih perusahaan adalah 14%.,Report_Financial_FY2025.pdf,Report_Financial_FY2025.pdf | Report_Q3_2025_Performance.pdf,Report_Financial_FY2025.pdf,0,,0,0,0,0,0.0,0.8462,1.0,,,0.5,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1,6346.64,0.0,,,SKIPPED,0.837,33275,35318.5,b4377f82915c17bd
ID-006,ollama,qwen3-custom:latest,ID,True,Apa penyebab utama gangguan portal pelanggan pada 14 Oktober 2025?,Penyebab utamanya adalah sertifikat TLS yang kedaluwarsa pada API gateway.,sertifikat TLS kedaluwarsa | API Gateway,Penyebab utama gangguan portal pelanggan pada 14 Oktober 2025 adalah sertifikat TLS pada API gateway yang telah kedaluwarsa. Tindakan yang diambil adalah mengimplementasikan pekerjaan otomatis pembuatan ulang sertifikat sebagai tindakan perbaikan.,Report_Incident_Postmortem.pdf,Report_Incident_Postmortem.pdf,Report_Incident_Postmortem.pdf,0,,0,0,0,0,0.0,0.439,1.0,,,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1,6329.41,0.0,,,SKIPPED,0.7927,17895,19929.1,f696eb004287d0fd
ID-007,ollama,qwen3-custom:latest,ID,True,Untuk pengeluaran sebesar berapa bukti pembayaran asli wajib disertakan?,Bukti pembayaran asli wajib disertakan untuk setiap satu pengeluaran di atas IDR 150.000.,di atas IDR 150.000 | bukti pembayaran asli,Bukti pembayaran asli wajib disertakan untuk pengeluaran sebesar IDR 150.000 atau lebih.,SOP_Expense_Reimbursement.pdf,SOP_Expense_Reimbursement.pdf,SOP_Expense_Reimbursement.pdf,0,,0,0,0,0,0.0,0.72,0.5,,,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1,7303.68,0.0,,,SKIPPED,0.8045,12945,15001.4,ed024e7a52c26e22
ID-008,ollama,qwen3-custom:latest,ID,True,Berapa lama batas waktu IT untuk mencabut seluruh akses sistem karyawan yang keluar?,IT harus mencabut seluruh akses sistem dalam waktu dua jam sejak waktu keluar karyawan.,2 jam | seluruh akses sistem,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,SOP_Offboarding.pdf,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.0,0.5,,,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1,8163.85,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,19441,21489.84,4f53cda18c2baa0c
ID-009,ollama,qwen3-custom:latest,ID,True,Berapa nilai RTO dan RPO pada rencana pemulihan bencana?,RTO adalah empat jam dan RPO adalah satu jam.,RTO | 4 jam | RPO | 1 jam,RTO adalah 4 jam dan RPO adalah 1 jam.,TECH_Disaster_Recovery.txt,TECH_Disaster_Recovery.txt,TECH_Disaster_Recovery.txt,0,,0,0,0,0,1.0,1.0,1.0,,,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1,7585.78,0.0,,,SKIPPED,0.895,13387,15423.69,cf982f6703d73605
ID-010,ollama,qwen3-custom:latest,ID,True,Aplikasi apa yang digunakan untuk koneksi VPN dan apakah MFA diwajibkan?,"Karyawan menggunakan klien WireGuard, dan akses VPN wajib memakai autentikasi multifaktor.",WireGuard | autentikasi multifaktor | VPN,Aplikasi yang digunakan untuk koneksi VPN adalah WireGuard. MFA diwajibkan untuk akses VPN.,TECH_VPN_Setup.txt,Policy_Password.docx | TECH_VPN_Setup.txt,TECH_VPN_Setup.txt,0,,0,0,0,0,0.0,0.25,0.6667,,,0.5,1.0,1.0,5,0.2,1.0,1.0,0.5,2.0,1,5505.16,0.0,,,SKIPPED,0.6608,11109,13166.73,b6aeee9f86472be2
ID-011,ollama,qwen3-custom:latest,ID,False,Berapa lama cuti melahirkan yang diberikan perusahaan?,Informasi mengenai durasi cuti melahirkan tidak tersedia dalam dokumen yang diindeks.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,1,0,1,1,,,,,,1.0,,1.0,5,,,,,,0,3484.25,1.0,,,SKIPPED,0.0,7040,9125.09,4f53cda18c2baa0c
ID-012,ollama,qwen3-custom:latest,ID,False,Apakah perusahaan memberikan subsidi makan siang di kantin?,Informasi mengenai subsidi makan siang di kantin tidak tersedia dalam dokumen yang diindeks.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,1,0,1,1,,,,,,1.0,,1.0,5,,,,,,0,3807.77,1.0,,,SKIPPED,0.0,1518,3578.82,4f53cda18c2baa0c
ID-013,ollama,qwen3-custom:latest,ID,False,Berapa pendapatan resmi perusahaan untuk tahun penuh 2026?,Laporan pendapatan tahun penuh 2026 tidak tersedia dalam dokumen yang diindeks.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,1,0,1,1,,,,,,1.0,,1.0,5,,,,,,0,3877.81,1.0,,,SKIPPED,0.0,1520,3556.44,4f53cda18c2baa0c
ID-014,ollama,qwen3-custom:latest,ID,False,Berapa persen pengurangan konsumsi air di kantor Cikarang pada 2025?,Informasi mengenai pengurangan konsumsi air di kantor Cikarang tidak tersedia; dokumen hanya menyebut konsumsi listrik.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,1,0,1,1,,,,,,1.0,,1.0,5,,,,,,0,3638.09,1.0,,,SKIPPED,0.0,1150,3226.78,4f53cda18c2baa0c
ID-015,ollama,qwen3-custom:latest,ID,False,Versi minimum macOS apa yang didukung untuk laptop perusahaan?,Informasi mengenai versi minimum macOS tidak tersedia dalam dokumen yang diindeks.,,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,,,,0,,1,0,1,1,,,,,,1.0,,1.0,5,,,,,,0,4097.91,1.0,,,SKIPPED,0.0,6569,8632.4,4f53cda18c2baa0c
ID-016,ollama,qwen3-custom:latest,ID,True,Berapa banyak tanggungan yang dicakup oleh asuransi kesehatan perusahaan?,Asuransi kesehatan perusahaan mencakup karyawan dan hingga 3 orang tanggungan.,3 tanggungan | asuransi kesehatan,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,FAQ_Benefits.txt,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.0,0.5,,,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1,7017.72,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,14177,16267.89,4f53cda18c2baa0c
ID-017,ollama,qwen3-custom:latest,ID,True,Apakah perusahaan memberikan manfaat pensiun bagi karyawan?,"Ya, perusahaan memberikan kontribusi ke BPJS Ketenagakerjaan untuk seluruh karyawan.",BPJS Ketenagakerjaan | pensiun,"Ya, perusahaan memberikan manfaat pensiun berupa kontribusi kepada BPJS Ketenagakerjaan untuk seluruh karyawan.",FAQ_Benefits.txt,FAQ_Benefits.txt,FAQ_Benefits.txt,0,,0,0,0,0,0.0,0.7826,1.0,,,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1,7518.11,0.0,,,SKIPPED,0.8044,14373,16411.89,d4ccf4601b0e7dcc
ID-018,ollama,qwen3-custom:latest,ID,True,Berapa kuota ukuran mailbox standar untuk karyawan?,Kuota mailbox standar untuk karyawan adalah 50 GB.,50 GB | kuota mailbox,Kuota ukuran mailbox standar untuk karyawan adalah 50 GB. Hal ini dijelaskan dalam FAQ tentang email dan kalender perusahaan.,FAQ_Email_Calendar.txt,FAQ_Email_Calendar.txt,FAQ_Email_Calendar.txt,0,,0,0,0,0,0.0,0.5926,1.0,,,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1,8085.75,0.0,,,SKIPPED,0.821,29675,31729.42,7e991d0d6368726b
ID-019,ollama,qwen3-custom:latest,ID,True,Bagaimana cara membagikan kalender kepada rekan kerja?,Gunakan opsi calendar sharing dan berikan akses lihat (view access) kepada rekan kerja terkait.,calendar sharing | akses lihat,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,FAQ_Email_Calendar.txt,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,,0,4144.8,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,935,2976.53,4f53cda18c2baa0c
ID-020,ollama,qwen3-custom:latest,ID,True,Berapa biaya penggantian kartu akses karyawan yang hilang?,"Biaya penggantian kartu akses adalah IDR 50.000, diajukan di meja resepsionis.",IDR 50.000 | penggantian kartu akses,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,FAQ_Facilities.txt,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.0,0.5,,,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,,0,7514.22,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,8750,10825.18,4f53cda18c2baa0c
ID-021,ollama,qwen3-custom:latest,ID,True,Di mana lokasi parkir karyawan tersedia?,Parkir karyawan tersedia di Basement 2.,Basement 2 | parkir karyawan,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,FAQ_Facilities.txt,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.0,0.5,,,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,,0,3722.93,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,1250,3311.93,4f53cda18c2baa0c
ID-022,ollama,qwen3-custom:latest,ID,True,Di mana karyawan dapat menemukan slip gaji mereka?,Slip gaji tersedia di HR portal pada bagian My Documents setelah tanggal 25.,HR portal | My Documents | setelah tanggal 25,Karyawan dapat menemukan slip gaji mereka di portal HR dalam bagian My Documents setelah tanggal 25.,FAQ_HR.txt,FAQ_HR.txt,FAQ_HR.txt,0,,0,0,0,0,0.0,0.7586,1.0,,,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1,7222.03,0.0,,,SKIPPED,0.7571,13034,15070.4,b6953374d0452fd4
ID-023,ollama,qwen3-custom:latest,ID,True,Bagaimana cara memperbarui data rekening bank di sistem HR?,Ajukan perubahan melalui HR portal; perubahan berlaku mulai siklus payroll berikutnya.,HR portal | siklus payroll berikutnya,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,FAQ_HR.txt,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,,0,5202.94,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,4317,6371.39,4f53cda18c2baa0c
ID-024,ollama,qwen3-custom:latest,ID,True,Bagaimana prosedur mengajukan permintaan laptop baru?,Ajukan permintaan melalui IT Service Desk dengan persetujuan manajer.,IT Service Desk | persetujuan manajer,"Untuk mengajukan permintaan laptop baru, pengguna harus mengajukan permintaan melalui IT Service Desk dengan persetujuan atasan.",FAQ_IT_Support.txt,FAQ_IT_Support.txt,FAQ_IT_Support.txt,0,,0,0,0,0,0.0,0.56,0.5,,,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1,6704.84,0.0,,,SKIPPED,0.7521,14795,16836.98,e71e7b350ab8b0df
ID-025,ollama,qwen3-custom:latest,ID,True,Apa saja yang harus dibawa karyawan baru pada hari pertama kerja?,"Karyawan baru harus membawa KTP yang masih berlaku, NPWP, dan detail rekening bank.",KTP yang masih berlaku | NPWP | detail rekening bank,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,FAQ_Onboarding.txt,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.0769,0.0,,,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,,0,3687.28,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,1106,3151.21,4f53cda18c2baa0c
ID-026,ollama,qwen3-custom:latest,ID,True,Berapa lama masa probation karyawan baru dan kapan evaluasinya?,Masa probation berlangsung 3 bulan dengan evaluasi kinerja formal pada minggu ke-12.,3 bulan | minggu ke-12 | evaluasi,Masa probation karyawan baru berlangsung selama 3 bulan. Evaluasi formal dilakukan pada minggu ke-12 probation.,FAQ_Onboarding.txt,SOP_Onboarding.pdf,SOP_Onboarding.pdf,0,,0,0,0,0,0.0,0.7586,1.0,,,0.0,0.0,0.0,5,0.2,1.0,1.0,0.5,2.0,1,6708.98,0.0,,,SKIPPED,0.7197,14876,16923.36,95629baec5840f82
ID-027,ollama,qwen3-custom:latest,ID,True,Pada tanggal berapa gaji karyawan dibayarkan setiap bulannya?,Gaji dibayarkan pada tanggal 25 setiap bulan.,tanggal 25,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,FAQ_Payroll.txt,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.1,0.0,,,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,,0,5517.65,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,4935,6996.25,4f53cda18c2baa0c
ID-028,ollama,qwen3-custom:latest,ID,True,Kapan lembur yang telah disetujui akan dibayarkan?,Lembur yang telah disetujui dibayarkan pada siklus payroll bulan berikutnya.,lembur | payroll bulan berikutnya,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,FAQ_Payroll.txt,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.2609,0.5,,,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1,8288.65,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,22754,24789.05,4f53cda18c2baa0c
ID-029,ollama,qwen3-custom:latest,ID,True,Berapa hari maksimal karyawan diperbolehkan bekerja dari rumah dalam seminggu?,Karyawan diperbolehkan bekerja dari rumah maksimal 2 hari per minggu dengan persetujuan manajer.,2 hari per minggu | persetujuan manajer,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,FAQ_Remote_Work.txt,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.0769,0.0,,,0.0,0.0,0.0,5,0.2,1.0,1.0,0.5,2.0,1,5974.47,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,14472,16535.92,4f53cda18c2baa0c
ID-030,ollama,qwen3-custom:latest,ID,True,Apa yang harus dilakukan karyawan jika menerima email mencurigakan?,Karyawan tidak boleh mengklik tautan apa pun dan harus melaporkannya menggunakan tombol Report Phishing.,Report Phishing | tidak boleh mengklik tautan,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,FAQ_Security_Awareness.txt,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.0741,0.0,,,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,,0,5387.31,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,4596,6662.2,4f53cda18c2baa0c
ID-031,ollama,qwen3-custom:latest,ID,True,Apa yang harus dilakukan jika laptop kantor hilang?,Laporkan segera ke IT agar perangkat dapat dihapus datanya dari jarak jauh (remote wipe).,laporkan ke IT | remote wipe,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,FAQ_Security_Awareness.txt,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,,0,6921.87,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,9134,11178.18,4f53cda18c2baa0c
ID-032,ollama,qwen3-custom:latest,ID,True,Siapa yang menyetujui permintaan akses ke sebuah aplikasi atau software?,Permintaan akses diajukan melalui IT Service Desk dan disetujui oleh pemilik sistem (system owner).,IT Service Desk | pemilik sistem,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,FAQ_Software_Access.txt,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,,0,4626.47,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,4107,6173.97,4f53cda18c2baa0c
ID-033,ollama,qwen3-custom:latest,ID,True,Siapa yang menanggung biaya lisensi software untuk keperluan kerja?,Lisensi perangkat lunak bisnis yang telah disetujui ditanggung oleh anggaran IT.,anggaran IT | lisensi software,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,FAQ_Software_Access.txt,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.1667,0.5,,,0.0,0.0,0.0,5,0.2,1.0,1.0,0.5,2.0,1,7086.43,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,15673,17725.04,4f53cda18c2baa0c
ID-034,ollama,qwen3-custom:latest,ID,True,Bagaimana sikap perusahaan terhadap tindakan pelecehan di tempat kerja?,"Perusahaan menerapkan kebijakan tanpa toleransi (zero tolerance) terhadap segala bentuk pelecehan, dan keluhan dapat dilaporkan secara rahasia ke HR atau melalui jalur whistleblower.",tanpa toleransi | HR | jalur whistleblower,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,Policy_Anti_Harassment.docx,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1,5894.82,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,15491,17536.3,4f53cda18c2baa0c
ID-035,ollama,qwen3-custom:latest,ID,True,Apa syarat yang harus dipenuhi sebelum perangkat pribadi digunakan untuk email kantor?,Perangkat pribadi harus didaftarkan terlebih dahulu ke sistem mobile device management (MDM).,MDM | mobile device management | didaftarkan,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,Policy_BYOD.docx,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,5,0.2,1.0,1.0,0.5,2.0,1,6965.02,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,14112,16162.07,4f53cda18c2baa0c
ID-036,ollama,qwen3-custom:latest,ID,True,Apakah perusahaan berhak menghapus data dari perangkat pribadi karyawan?,"Ya, perusahaan berhak melakukan remote wipe untuk menghapus data korporat dari perangkat yang telah terdaftar dalam MDM.",remote wipe | data korporat | MDM,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,Policy_BYOD.docx,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.1333,0.0,,,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1,4740.07,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,8279,10306.13,4f53cda18c2baa0c
ID-037,ollama,qwen3-custom:latest,ID,True,Bagaimana cara karyawan mengungkapkan potensi konflik kepentingan?,Potensi konflik kepentingan harus diungkapkan secara tertulis kepada HR.,HR | tertulis | konflik kepentingan,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,Policy_Code_of_Conduct.docx,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.0,0.3333,,,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1,5381.5,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,9213,11256.12,4f53cda18c2baa0c
ID-038,ollama,qwen3-custom:latest,ID,True,Apa saja aturan keamanan data pada laptop perusahaan?,"Seluruh laptop perusahaan wajib menggunakan enkripsi disk penuh (full-disk encryption), dan penggunaan penyimpanan USB pribadi pada laptop perusahaan dilarang.",enkripsi disk penuh | penyimpanan USB dilarang,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,Policy_Data_Security.docx,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.0606,0.0,,,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1,7670.13,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,8185,10254.43,4f53cda18c2baa0c
ID-039,ollama,qwen3-custom:latest,ID,True,Ada berapa level klasifikasi informasi di perusahaan dan apa saja?,"Terdapat empat level klasifikasi informasi, yaitu Public, Internal, Confidential, dan Restricted.",Public | Internal | Confidential | Restricted,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,Policy_Information_Classification.docx,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.0833,0.0,,,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1,7204.58,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,13118,15150.56,4f53cda18c2baa0c
ID-040,ollama,qwen3-custom:latest,ID,True,Apa aturan penanganan data dengan klasifikasi Restricted?,Data Restricted hanya boleh diakses melalui perangkat yang dikelola perusahaan dan tidak boleh dikirim melalui email eksternal.,perangkat yang dikelola perusahaan | tidak boleh dikirim email eksternal,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,Policy_Information_Classification.docx,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.1333,0.0,,,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1,4650.79,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,3799,5850.47,4f53cda18c2baa0c
ID-041,ollama,qwen3-custom:latest,ID,True,Berapa hari cuti tahunan yang diberikan kepada karyawan?,"Karyawan berhak atas 12 hari cuti tahunan per tahun, yang terakumulasi setiap bulan.",12 hari | cuti tahunan | terakumulasi setiap bulan,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,Policy_Leave.docx,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.0769,0.3333,,,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1,6936.98,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,14088,16141.69,4f53cda18c2baa0c
ID-042,ollama,qwen3-custom:latest,ID,True,Kapan surat keterangan dokter diperlukan untuk cuti sakit?,Surat keterangan dokter diperlukan jika cuti sakit lebih dari 2 hari berturut-turut.,surat keterangan dokter | lebih dari 2 hari berturut-turut,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,Policy_Leave.docx,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.0,0.5,,,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1,5572.32,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,8918,10975.9,4f53cda18c2baa0c
ID-043,ollama,qwen3-custom:latest,ID,True,Apa saja persyaratan panjang dan kompleksitas kata sandi perusahaan?,"Kata sandi harus terdiri dari minimal 12 karakter, mencakup huruf besar, huruf kecil, angka, dan simbol.",12 karakter | huruf besar | huruf kecil | angka | simbol,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,Policy_Password.docx,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1,7474.18,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,16139,18195.1,4f53cda18c2baa0c
ID-044,ollama,qwen3-custom:latest,ID,True,Berapa lama siklus penggantian kata sandi dan apakah kata sandi lama boleh dipakai ulang?,"Kata sandi harus diganti setiap 90 hari, dan 5 kata sandi terakhir tidak boleh digunakan kembali.",90 hari | 5 kata sandi terakhir tidak boleh dipakai ulang,Informasi tersebut tidak ditemukan dengan bukti yang cukup pada dokumen yang telah diindeks.,Policy_Password.docx,,,1,Answerable question returned no generation contexts. Verify that the source document is indexed.,1,1,0,0,0.0,0.069,0.0,,,0.0,0.0,0.0,5,0.2,1.0,1.0,0.3333,3.0,1,6832.99,1.0,,Answerable question returned no generation contexts. Verify that the source document is indexed.,GENERATION_FAILED,0.0,8904,10964.36,4f53cda18c2baa0c
